ROP(1 m),Depth(m),weight on bit (kg),Rotary Speed (rpm),Pump Press (KPa),Temp In(degC),Flow In(liters/min),Flow Out %
1.56,1353.08,6512.47,56.51,11692.89,39.55,2753.92,78.44
2.52,1353.39,9700.68,60.27,11865.26,38.87,0.0,78.82
3.24,1353.7,10916.1,59.38,12121.27,39.14,2804.8,78.54
3.22,1354.01,10743.76,55.87,12215.25,39.29,2784.4,75.95
3.9,1354.32,11242.63,59.38,12215.25,39.33,2774.63,77.5
4.28,1354.63,10430.84,60.91,12304.06,39.4,2759.94,76.46
13.75,1354.93,7804.99,58.8,12450.37,39.42,2753.39,76.32
17.15,1355.25,8947.85,59.26,12492.15,39.44,2745.26,76.23
17.37,1355.55,10916.1,65.57,12408.59,39.44,2742.79,75.38
5.99,1355.86,10934.24,60.75,12189.19,39.48,2756.65,75.99
5.04,1356.17,10684.81,59.26,12262.27,39.55,4709.92,74.53
6.09,1356.48,10934.24,54.8,12210.08,39.57,2476.0,75.29
9.73,1356.78,10412.7,52.82,12251.86,39.55,2744.42,74.77
4.47,1357.09,10489.8,64.51,12084.66,39.55,2759.11,75.8
3.02,1357.4,10952.38,58.25,12063.77,39.53,2759.11,75.76
2.86,1357.71,10993.2,57.34,12121.27,39.46,2755.02,75.24
2.51,1358.02,10607.71,55.05,12105.55,39.44,2750.14,76.94
2.92,1358.32,11052.15,58.92,12272.76,39.46,2763.2,77.78
2.66,1358.63,10507.94,61.88,12204.84,39.42,2760.74,81.97
2.84,1358.95,11242.63,56.3,12251.86,39.36,2766.45,84.33
2.66,1359.25,10993.2,59.23,12246.62,39.36,2773.8,82.44
2.93,1359.56,10721.09,58.98,12210.08,39.36,2768.91,81.6
2.92,1359.87,11147.39,48.95,12272.76,39.36,2769.71,83.29
3.07,1360.18,10607.71,52.79,12246.62,39.36,2773.8,79.71
2.81,1360.48,10276.64,62.92,11635.45,38.53,2847.23,88.99
2.7,1360.79,10530.61,39.46,11797.35,38.74,2826.83,85.79
2.79,1361.1,10240.36,59.38,11896.63,38.83,2794.2,79.67
2.76,1361.41,10394.56,58.28,12001.09,38.98,2780.31,84.75
3.31,1361.71,11147.39,58.62,12084.66,39.19,2774.63,85.93
3.74,1362.02,12113.38,55.69,12042.88,39.38,2766.45,84.0
3.45,1362.33,12285.71,59.96,12069.01,39.46,2775.42,81.36
2.88,1362.64,11573.7,56.88,11969.79,39.57,2777.05,82.12
3.29,1362.94,10625.85,58.5,12048.12,39.57,2772.96,82.44
3.22,1363.25,11823.13,57.24,12037.7,39.63,2772.17,88.19
3.44,1363.56,11650.79,53.83,12079.49,39.61,2767.29,86.64
3.47,1363.87,11106.58,57.34,12058.6,39.63,2763.2,84.56
3.96,1364.18,11573.7,55.54,12058.6,39.72,2761.57,85.08
3.7,1364.48,11782.31,61.97,12063.77,39.74,2763.2,82.59
4.5,1364.79,11106.58,58.68,11922.77,39.74,2742.79,87.67
4.5,1364.79,11106.58,58.68,11922.77,39.74,2742.79,87.67
4.53,1365.11,12095.24,47.05,12095.14,39.8,2751.77,85.69
4.07,1365.41,11206.35,69.81,12131.68,39.76,2768.91,85.22
4.29,1365.72,11591.84,60.08,12089.9,39.8,2766.45,81.93
4.49,1366.03,11705.22,56.36,12105.55,39.82,2759.11,84.05
4.65,1366.34,11705.22,57.15,11995.85,39.84,2746.88,85.65
3.94,1366.65,11727.89,57.82,12027.22,39.87,2750.14,86.07
4.0,1366.96,11070.29,58.68,12136.92,39.91,2759.11,85.36
3.81,1367.27,10684.81,58.86,12042.88,39.91,2750.14,86.54
3.79,1367.57,11496.6,56.15,12116.03,39.93,2752.6,83.67
3.94,1367.88,11011.34,58.04,12095.14,40.01,2752.6,84.8
4.04,1368.19,11532.88,61.67,12116.03,40.01,2759.11,84.14
4.18,1368.49,11746.03,60.75,12042.88,39.99,2745.26,84.8
4.02,1368.8,11727.89,57.18,12089.9,40.03,2750.14,78.3
4.26,1369.11,11573.7,55.66,12147.4,40.06,2750.14,81.93
4.17,1369.42,11859.41,56.54,12173.47,40.03,2757.48,82.16
4.07,1369.73,12054.42,59.93,12126.44,40.08,2754.23,85.51
3.54,1370.03,11070.29,59.41,11938.42,39.53,2716.68,86.64
4.42,1370.34,12480.73,58.28,12142.16,39.69,2742.79,86.54
3.92,1370.65,11532.88,52.97,12283.17,39.82,2747.68,84.75
3.54,1370.96,11705.22,54.16,12220.49,40.06,2743.63,86.54
3.92,1371.26,11687.07,56.39,12163.06,40.14,2735.45,86.59
3.67,1371.57,10993.2,56.3,12398.11,40.33,2768.91,87.58
3.81,1371.88,11319.73,57.55,12424.24,40.42,2764.83,85.84
3.89,1372.19,12018.14,57.95,12445.13,40.5,2775.42,87.95
3.86,1372.5,10897.96,57.15,12492.15,40.52,2778.68,86.45
3.85,1372.8,11437.64,59.65,12502.57,40.5,2775.42,85.74
4.04,1373.11,11551.02,57.95,12528.7,40.54,2770.54,83.29
3.98,1373.42,11147.39,58.19,12351.08,40.48,2756.65,86.45
3.85,1373.73,10857.14,59.81,12424.24,40.5,2764.83,86.17
3.87,1374.04,11551.02,60.78,12450.37,40.58,2766.45,87.25
3.69,1374.34,10934.24,58.46,12450.37,40.63,2765.62,87.11
4.01,1374.65,11029.48,55.87,12507.81,40.63,2766.45,85.93
3.89,1374.96,11070.29,57.24,12434.65,40.65,2767.29,84.0
3.73,1375.27,10975.06,56.6,12460.78,40.71,2768.08,84.38
4.93,1375.57,11106.58,56.15,11692.89,41.2,2653.88,83.72
4.06,1375.88,11283.45,57.21,11671.99,41.09,2652.25,79.67
4.02,1376.19,11342.4,54.59,11671.99,41.07,2653.88,82.16
4.43,1376.49,10975.06,52.3,11708.61,41.01,2652.25,76.42
5.52,1376.81,11283.45,49.95,11792.17,40.97,2639.19,81.6
6.68,1377.12,11224.49,49.34,11703.37,40.99,2645.7,80.04
5.08,1377.43,11514.74,53.31,12230.97,40.91,2717.51,82.54
4.68,1377.74,11804.99,55.32,12225.73,40.86,2717.51,83.53
5.37,1378.05,11650.79,53.49,12225.73,40.88,2714.25,82.54
5.52,1378.35,12712.02,55.11,12486.91,40.92,2744.42,83.06
4.97,1378.66,11882.09,57.15,12419.0,40.97,2746.05,83.48
4.78,1378.97,11804.99,56.76,12382.45,40.99,2742.79,82.12
4.8,1379.28,11841.27,56.02,12419.0,41.12,2738.71,85.13
5.14,1379.59,11591.84,55.54,12392.87,41.16,2737.08,84.99
5.04,1379.9,8367.35,60.14,12157.82,40.54,2735.45,86.07
3.27,1380.21,8172.34,59.32,12136.92,40.73,2745.26,84.19
3.36,1380.52,8426.3,65.54,12084.66,40.88,2750.14,86.87
3.12,1380.82,8077.1,62.37,12121.27,41.01,2750.97,82.44
3.04,1381.14,9292.52,67.13,12142.16,41.16,2741.17,83.95
2.68,1381.44,8634.92,64.6,12178.71,41.26,2742.79,88.61
3.16,1381.75,11038.55,63.77,12230.97,41.31,2741.17,85.84
2.89,1382.06,10789.12,62.68,12131.68,41.35,2728.94,80.09
2.78,1382.37,10866.21,56.85,12173.47,41.43,2742.79,85.74
3.05,1382.68,11056.69,59.29,11896.63,41.52,2770.54,85.55
3.72,1382.98,11038.55,58.92,11901.87,41.58,2767.29,85.36
3.43,1383.29,11328.8,59.08,11938.42,41.58,2761.57,81.69
3.28,1383.6,11156.46,59.29,12074.25,41.58,2760.74,77.03
4.96,1383.91,12988.66,58.71,12210.08,41.56,2743.63,82.82
4.7,1384.22,11832.2,58.16,12189.19,41.54,2746.88,84.14
4.42,1384.52,11292.52,60.6,12194.36,41.56,2750.14,83.9
5.14,1384.83,12063.49,56.57,12173.47,41.54,2768.91,74.25
4.37,1385.14,11346.94,57.82,11912.28,41.52,2797.46,79.76
4.83,1385.46,12834.47,63.16,12116.03,41.54,2760.74,79.76
2.14,1385.76,5632.65,57.24,12257.1,41.52,2767.29,82.21
2.93,1386.07,8507.94,58.37,12230.97,41.62,2751.77,80.89
2.44,1386.38,7931.97,62.68,12183.95,41.62,2757.48,83.53
2.05,1386.69,7487.53,59.96,12257.1,41.71,2790.94,82.49
4.16,1386.99,11501.13,58.86,12371.97,41.77,2786.02,82.4
3.08,1387.3,10575.96,57.61,12267.52,41.82,2774.63,81.97
3.12,1387.61,11192.74,56.73,12262.27,41.77,2787.65,81.55
3.81,1387.92,10380.95,58.37,12116.03,41.77,2803.97,82.92
3.33,1388.23,10789.12,58.01,12225.73,41.75,2783.6,82.82
3.63,1388.53,11269.84,55.99,12283.17,41.79,2773.8,84.05
2.91,1388.84,11292.52,54.74,12319.78,41.79,2781.14,83.9
3.38,1389.15,10303.85,55.72,12356.32,41.77,2777.05,82.63
4.14,1389.46,10884.35,54.53,12131.68,40.84,2750.14,84.19
2.85,1389.77,10557.82,54.13,12100.38,41.12,2744.42,81.22
2.62,1390.07,10925.17,52.82,12084.66,41.31,2736.28,80.09
2.78,1390.38,10693.88,47.85,12074.25,41.52,2732.99,81.13
2.76,1390.69,11233.56,48.18,12084.66,41.62,2734.62,84.09
2.64,1391.0,11097.51,45.71,12121.27,41.67,2735.45,83.72
2.53,1391.3,10925.17,45.59,12121.27,41.64,2739.54,81.83
2.83,1391.61,10825.4,49.16,12152.58,41.67,2737.08,80.18
2.83,1391.61,10825.4,49.16,12152.58,41.67,2737.08,80.18
2.58,1391.92,10653.06,36.35,12157.82,41.62,2737.91,80.7
2.74,1392.23,10925.17,38.63,12126.44,41.67,2735.45,80.42
2.97,1392.54,11464.85,35.58,12246.62,41.67,2737.91,78.21
2.59,1392.84,10498.87,38.88,12225.73,41.62,2741.17,78.44
2.75,1393.15,11002.27,40.68,12215.25,41.62,2742.79,80.51
2.51,1393.46,11215.42,36.96,12241.38,41.6,2742.79,79.34
2.55,1393.77,10807.26,41.1,12293.65,41.56,2744.42,81.17
2.85,1394.07,10498.87,39.73,12241.38,41.52,2741.96,82.96
3.17,1394.38,11002.27,36.25,12298.89,41.43,2744.42,83.06
2.61,1394.69,11192.74,40.43,12288.41,41.39,2746.05,82.4
2.78,1395.0,11310.66,37.05,12309.3,41.35,2742.79,79.05
2.37,1395.31,11387.76,35.28,12319.78,41.24,2748.51,81.64
2.38,1395.61,11097.51,40.74,12288.41,41.14,2747.68,82.92
2.31,1395.92,10653.06,38.79,12288.41,41.05,2746.05,81.83
2.3,1396.23,10902.49,38.79,12351.08,41.01,2752.6,88.0
2.32,1396.54,11056.69,37.5,12288.41,40.99,2744.42,84.09
2.13,1396.85,10866.21,33.02,12309.3,40.92,2746.05,86.12
2.26,1397.15,10825.4,35.43,12293.65,40.92,2742.79,88.28
2.24,1397.46,10712.02,56.54,12288.41,40.91,2746.05,86.64
2.38,1397.77,10730.16,54.62,12272.76,40.91,2750.14,87.53
2.23,1398.08,10770.98,56.94,12298.89,40.76,2749.31,85.51
1.99,1398.38,10693.88,55.57,12309.3,40.78,2757.48,87.3
2.02,1398.69,10344.67,53.49,12304.06,40.67,2755.02,87.44
2.19,1399.0,10789.12,53.64,12330.19,40.58,2745.26,84.0
2.3,1399.31,10807.26,53.13,12361.56,40.63,2745.26,84.75
2.16,1399.62,11174.6,38.57,12392.87,40.14,2820.32,85.32
2.04,1399.93,10748.3,39.24,12460.78,40.21,2813.77,86.64
1.98,1400.23,10979.59,38.79,12340.67,40.31,2821.95,85.27
2.0,1400.54,10979.59,38.33,12319.78,40.35,2817.86,88.94
2.04,1400.85,10807.26,37.44,12497.39,40.48,2813.77,86.87
2.04,1401.16,10712.02,38.18,12445.13,40.57,2811.31,84.94
2.04,1401.16,10712.02,38.18,12445.13,40.57,2811.31,84.94
2.11,1401.47,10825.4,39.03,12439.89,40.67,2812.14,82.63
1.89,1401.77,10594.1,40.46,12429.48,40.57,2817.86,79.71
1.98,1402.08,10943.31,35.19,12570.48,40.52,2812.98,80.51
1.76,1402.39,10789.12,40.4,12471.26,40.52,2814.6,83.76
2.04,1402.7,10925.17,38.33,12518.29,40.52,2814.6,82.63
2.08,1403.01,10653.06,42.54,12518.29,40.5,2815.4,84.42
2.4,1403.31,10480.73,42.23,12513.05,40.61,2810.52,85.51
2.06,1403.62,10866.21,39.55,12560.07,40.67,2809.68,84.8
2.15,1403.93,10961.45,37.9,12575.72,40.61,2805.63,88.8
2.33,1404.24,11020.41,43.0,12544.35,40.58,2810.52,79.24
2.15,1404.54,10730.16,40.19,12554.83,40.61,2808.89,84.89
2.26,1404.85,11156.46,38.3,12596.61,40.61,2809.68,84.89
2.22,1405.16,11192.74,39.34,12607.09,40.63,2807.26,86.78
2.5,1405.47,11115.65,38.6,12586.2,40.67,2808.05,84.89
2.15,1405.78,11038.55,37.54,12617.51,40.73,2807.26,86.73
2.18,1406.08,11079.37,37.75,12633.16,40.76,2806.43,87.86
1.97,1406.39,10789.12,36.16,12199.6,40.06,2755.55,86.17
1.69,1406.7,10848.07,37.57,12131.68,40.24,2750.67,87.01
1.88,1407.01,10789.12,20.3,12021.98,40.33,2745.78,84.38
2.02,1407.31,11002.27,35.52,12032.46,40.39,2743.32,81.55
2.24,1407.62,11002.27,32.9,11980.2,40.37,2731.93,82.12
1.98,1407.93,11269.84,32.87,11922.77,40.37,2722.96,83.48
2.06,1408.24,11174.6,34.03,11891.39,40.37,2718.08,82.92
2.03,1408.55,11138.32,47.54,12042.88,39.48,2738.44,86.21
1.74,1408.85,11156.46,44.31,11969.79,39.74,2712.36,83.15
1.76,1409.16,10848.07,45.47,11802.59,39.93,2700.97,79.05
1.78,1409.47,10789.12,46.66,11687.65,39.97,2682.19,82.12
1.64,1409.77,10902.49,46.96,11463.08,39.95,2650.39,81.97
1.88,1410.08,11020.41,51.81,12549.59,39.48,2766.45,84.89
1.9,1410.39,10925.17,52.24,12507.81,39.74,2772.17,84.71
1.97,1410.7,10866.21,44.43,12466.02,39.87,2772.96,85.32
1.7,1411.01,11079.37,46.05,12408.59,39.91,2768.91,81.93
2.02,1411.16,10517.01,38.33,12486.91,39.97,2763.99,84.94
2.93,1411.62,2834.47,39.37,13139.87,38.93,2741.96,78.25
2.82,1411.93,2444.44,36.01,13260.05,40.06,2740.33,85.69
2.39,1412.24,3895.69,38.91,14132.41,40.65,2747.68,90.59
2.45,1412.54,4263.04,47.33,12136.92,40.97,2706.08,95.21
3.63,1412.85,4399.09,48.43,12377.21,41.05,2665.27,81.36
4.34,1413.16,4108.84,46.66,13380.16,41.09,2690.59,77.78
4.65,1413.47,4126.98,45.5,12413.76,41.14,2731.36,79.1
3.87,1413.78,5052.15,45.62,14612.99,41.16,2671.82,91.58
4.18,1414.08,4571.43,47.57,13818.96,41.2,2691.39,90.22
3.55,1414.39,4512.47,48.7,12168.3,41.2,2729.73,83.34
3.69,1414.7,4163.27,52.76,12131.68,41.26,2728.11,87.91
3.46,1415.0,3605.44,52.82,12183.95,41.31,2692.22,92.85
3.71,1415.31,4453.51,52.18,12439.89,41.33,2677.53,72.93
3.36,1415.62,3990.93,54.25,12225.73,41.35,2747.68,84.38
3.18,1415.93,4784.58,52.7,13897.36,41.35,2704.45,88.61
3.18,1415.93,4784.58,52.7,13897.36,41.35,2704.45,88.61
3.56,1416.24,4340.14,50.41,12419.0,41.37,2748.51,80.0
3.56,1416.24,4340.14,50.41,12419.0,41.37,2748.51,80.0
3.03,1416.54,4204.08,53.77,12215.25,41.41,2699.57,89.37
3.53,1416.85,3836.73,52.36,12398.11,41.43,2675.91,74.11
3.42,1417.16,4263.04,54.5,12131.68,41.46,2715.88,94.22
4.36,1417.47,4108.84,49.5,12575.72,41.43,2738.71,79.62
3.48,1417.78,5247.17,54.41,14498.05,41.41,2726.48,88.1
2.62,1418.08,3623.58,55.78,12194.36,41.46,2736.28,91.63
2.81,1418.4,9242.63,0.0,11128.74,40.86,2538.84,78.21
5.0,1418.7,8761.9,0.0,11400.4,40.99,2551.86,76.42
2.91,1419.01,7931.97,0.0,11003.39,41.16,2604.1,79.34
3.35,1419.32,10131.52,0.0,11771.28,41.24,2534.75,68.55
3.36,1419.63,10403.63,0.0,11656.34,41.31,2522.48,74.25
3.46,1419.94,9260.77,0.0,12053.36,41.16,2668.34,80.47
2.87,1420.25,9106.58,0.0,12048.12,41.26,2652.85,78.4
2.73,1420.56,9841.27,0.0,12178.71,41.2,2648.76,79.2
2.99,1420.87,9628.12,0.0,11964.55,41.18,2632.45,79.85
2.8,1421.17,10018.14,0.0,12502.57,41.14,2637.37,68.41
2.83,1421.48,9727.89,0.0,11833.96,41.12,2683.82,91.11
2.47,1421.79,9959.18,0.0,12210.08,41.12,2633.28,68.69
2.66,1422.1,9782.31,0.0,12413.76,41.16,2639.0,71.9
2.46,1422.4,9841.27,0.0,11891.39,41.22,2660.2,75.19
2.74,1422.71,9918.37,0.0,11692.89,41.31,2706.64,68.13
3.01,1423.02,9591.84,35.31,11713.78,41.46,2749.87,72.27
4.68,1423.33,8643.99,37.54,11682.47,41.54,2674.05,66.86
4.76,1423.64,8820.86,37.17,11802.59,41.46,2648.76,79.1
4.5,1423.94,9070.29,38.21,11860.09,41.43,2656.94,71.19
5.31,1424.25,8548.75,36.59,11865.26,41.37,2697.67,87.77
4.34,1424.56,9029.48,34.39,11536.16,41.28,2669.17,75.19
4.4,1424.87,8702.95,28.75,11677.23,41.26,2667.5,78.02
4.11,1425.18,8857.14,32.56,11708.61,41.26,2660.2,78.35
4.03,1425.48,8743.76,28.81,11510.1,41.24,2712.36,89.27
3.96,1425.79,9301.59,28.5,12157.82,41.26,2665.87,71.76
3.7,1426.1,7106.58,29.97,11494.38,41.22,2705.85,80.56
3.7,1426.1,7106.58,29.97,11494.38,41.22,2705.85,80.56
4.03,1426.41,6585.03,28.08,11954.07,41.18,2699.3,87.72
3.82,1426.71,7337.87,28.47,11928.01,41.16,2649.6,76.09
4.13,1427.02,6603.17,28.17,11588.43,41.12,3776.02,85.08
3.17,1427.33,6276.64,30.21,12654.05,41.05,2689.53,75.1
4.57,1427.64,6757.37,25.15,11901.87,41.07,2660.2,79.24
4.96,1427.95,7455.78,21.91,12716.79,39.78,2700.36,80.7
5.19,1428.26,8784.58,12.79,14263.0,39.99,2763.2,80.04
4.42,1428.57,9306.12,14.5,12826.49,40.33,2687.3,65.35
4.17,1428.88,9174.6,47.6,12716.79,40.5,2676.7,66.43
7.68,1429.19,10272.11,40.4,14524.18,40.14,2746.62,82.77
3.61,1429.49,8807.26,42.97,14330.91,40.39,2759.64,79.67
3.58,1429.8,8399.09,42.6,12654.05,40.52,2695.25,78.87
3.83,1430.11,7859.41,39.67,12116.03,40.58,2715.62,83.48
3.6,1430.42,7936.51,43.48,12392.87,40.67,2696.04,80.09
3.73,1430.73,7455.78,40.95,12304.06,40.69,2747.41,78.4
3.79,1431.03,8707.48,41.38,14007.05,40.71,2746.62,80.7
3.97,1431.34,8825.4,35.77,14581.68,40.69,2738.44,75.99
3.6,1431.65,7977.32,41.9,12377.21,40.69,2688.7,75.99
3.33,1431.96,8263.04,43.52,13980.92,40.63,0.0,81.08
3.54,1432.26,8517.01,43.73,14393.59,40.67,0.0,76.32
3.31,1432.57,8340.14,42.05,13751.04,40.69,0.0,84.28
3.6,1432.88,7569.16,42.63,12021.98,40.73,0.0,81.5
3.31,1433.19,8730.16,43.73,14482.4,40.71,0.0,72.18
3.46,1433.5,8054.42,44.64,12460.78,40.67,0.0,70.86
2.98,1433.8,7741.5,44.71,12147.4,40.69,0.0,79.81
3.32,1434.11,7242.63,42.45,12654.05,40.73,0.0,75.85
3.49,1434.42,8380.95,43.15,12204.84,40.8,0.0,80.0
3.46,1434.73,7995.46,39.3,13040.65,40.8,0.0,92.48
3.63,1435.04,8553.29,42.08,12230.97,40.8,0.0,81.93
3.28,1435.34,9115.65,43.06,14518.94,40.8,0.0,76.7
3.62,1435.65,8263.04,43.58,14623.47,40.8,0.0,76.56
3.22,1435.96,8185.94,37.99,12309.3,40.78,0.0,90.87
3.67,1436.27,8013.61,40.65,12330.19,40.76,0.0,93.28
3.6,1436.57,8920.63,42.05,13865.98,40.76,0.0,83.15
3.54,1436.88,8575.96,43.0,12324.95,40.73,0.0,77.55
3.52,1437.19,8997.73,43.58,14649.6,40.78,0.0,82.63
3.63,1437.49,8263.04,42.75,12612.27,40.78,0.0,88.1
3.87,1437.8,7900.23,34.42,12278.0,40.8,0.0,90.59
4.11,1438.11,10331.07,0.0,12873.45,38.99,2670.19,87.3
3.11,1438.42,10426.3,0.0,12800.36,39.74,2656.3,76.61
2.54,1438.73,11356.01,0.0,12716.79,40.14,2643.24,75.57
3.09,1439.04,11102.04,0.0,12779.47,40.39,2632.64,81.03
2.25,1439.35,11392.29,0.0,12763.75,40.44,2641.61,73.21
2.36,1439.66,10503.4,0.0,12711.55,40.48,2635.89,82.54
1.49,1439.96,7473.92,0.0,12257.1,40.5,2718.3,81.46
2.62,1440.27,10448.98,0.0,12805.6,40.52,2632.64,76.09
2.09,1440.58,12299.32,0.0,12889.17,40.52,2631.01,69.68
2.1,1440.89,11587.3,0.0,12664.53,40.52,2630.22,79.05
1.91,1441.19,7954.65,36.5,11980.2,40.48,2687.3,88.19
2.83,1441.5,8653.06,36.25,14090.62,40.44,2675.91,85.55
2.5,1441.81,8362.81,35.86,12560.07,40.29,2648.16,63.42
2.52,1442.12,7818.59,35.34,12126.44,40.24,2681.58,87.67
2.63,1442.43,7841.27,34.61,12183.95,40.24,0.0,95.49
2.92,1442.73,8322.0,34.39,12680.18,40.21,0.0,92.29
3.01,1443.04,8417.23,33.51,13437.67,40.12,0.0,83.67
2.86,1443.35,7877.55,32.01,12157.82,40.16,2688.93,91.35
3.22,1443.66,8185.94,45.13,12643.64,40.18,2639.98,75.52
3.01,1443.97,7995.46,60.11,13312.25,40.16,2758.28,86.64
3.56,1444.27,8498.87,60.72,12507.81,40.16,2732.99,96.2
2.96,1444.58,8185.94,52.06,14539.9,40.12,2764.83,80.99
3.34,1444.89,8208.62,55.29,12596.61,40.14,2710.96,83.25
3.26,1445.2,8303.85,56.42,14503.29,40.23,2790.11,89.08
3.2,1445.5,7800.45,54.8,12319.78,40.29,2753.39,92.85
3.52,1445.81,8535.15,55.47,12413.76,40.31,2760.74,77.17
3.03,1446.12,8630.39,57.7,14022.71,40.31,2719.14,92.19
3.76,1446.43,8439.91,61.33,13709.26,40.31,2726.48,79.29
3.19,1446.74,8285.71,58.98,13338.38,40.46,2726.48,87.01
3.56,1447.04,8340.14,57.58,12513.05,40.57,0.0,91.67
3.06,1447.35,8517.01,57.52,12392.87,40.65,0.0,91.63
3.36,1447.66,8167.8,57.92,12633.16,40.69,2715.05,84.94
3.85,1447.96,8517.01,61.7,13223.44,39.59,2680.79,73.26
3.91,1448.27,9192.74,62.43,13599.56,39.99,2703.62,85.6
3.53,1448.58,9038.55,54.65,12748.1,40.29,2697.94,85.98
3.51,1448.89,9927.44,57.24,14947.33,40.5,2742.79,77.31
4.23,1449.2,8766.44,54.71,12727.2,40.65,2677.53,80.8
3.51,1449.5,9501.13,57.12,13489.86,40.71,2710.16,76.94
4.01,1449.81,8825.4,57.52,13228.68,40.8,2776.26,78.54
3.42,1450.12,9192.74,59.08,12998.87,40.86,2755.85,83.01
3.97,1450.43,9251.7,57.18,12951.84,40.92,2780.31,82.02
3.45,1450.73,9174.6,59.23,12915.3,40.94,2781.97,76.42
3.87,1451.04,9750.57,55.72,13406.29,41.01,2706.91,70.3
3.65,1451.35,9038.55,56.57,12920.47,41.09,0.0,87.91
3.47,1451.66,8961.45,57.92,13338.38,41.14,2710.96,73.12
3.56,1451.97,8884.35,56.88,13427.19,41.22,2709.33,83.43
3.6,1452.27,8997.73,56.54,12915.3,41.28,2763.99,93.84
4.0,1452.58,8653.06,53.06,13103.33,41.31,2741.17,87.86
3.62,1452.89,9868.48,59.59,15171.96,41.37,2753.39,90.07
3.4,1453.2,9482.99,59.72,13043.75,41.43,2759.94,92.95
3.62,1453.92,7764.17,52.39,9598.18,37.89,2283.55,75.1
4.33,1454.23,8671.2,57.61,10872.79,38.64,2573.89,83.95
3.66,1454.54,9614.51,55.84,9404.85,38.72,2289.15,74.49
3.58,1454.84,8340.14,56.12,10125.79,39.04,2289.98,70.25
3.97,1455.15,9519.27,56.85,10585.48,39.32,2302.21,80.84
3.78,1455.46,9904.76,55.87,11139.15,39.55,2312.81,72.89
3.97,1455.77,9945.58,57.46,11139.15,39.72,2271.21,80.37
3.85,1456.07,9732.43,56.24,10919.75,39.82,2297.33,77.12
3.75,1456.38,9210.88,58.1,10575.0,39.87,2304.67,73.69
4.04,1456.69,8417.23,58.95,9169.8,39.93,2250.8,84.56
3.75,1457.0,8843.54,58.83,9378.79,39.95,2212.46,74.82
3.88,1457.31,8303.85,57.46,10120.55,39.95,2308.72,70.15
3.75,1457.61,16471.66,0.0,10193.71,38.83,2199.55,78.35
1.71,1457.92,18825.4,0.0,9394.44,39.57,2127.02,65.4
7.14,1458.23,18480.73,0.0,9598.18,39.89,2136.79,70.58
3.47,1458.53,19061.22,0.0,9378.79,39.91,2118.85,71.0
3.19,1458.84,19192.74,0.0,9467.59,39.95,2121.31,73.17
3.26,1459.16,18036.28,0.0,9608.6,39.91,2175.1,76.84
3.2,1459.47,18807.26,0.0,9478.0,39.87,2115.59,64.5
3.27,1459.78,19115.65,0.0,11306.35,39.82,2187.32,73.64
3.23,1460.09,18807.26,0.0,9451.87,39.76,2105.82,70.53
3.3,1460.4,18421.77,0.0,9331.76,39.72,2104.99,67.33
3.33,1460.7,19097.51,0.0,9566.81,39.63,2118.05,63.84
3.11,1461.02,18671.2,0.0,9488.49,39.66,2109.08,65.16
2.99,1461.33,18480.73,0.0,9572.05,39.59,2130.28,70.25
3.24,1461.63,18517.01,0.0,9707.88,39.63,2125.39,68.65
3.31,1461.95,18439.91,0.0,9389.2,39.63,2115.59,69.35
3.26,1462.26,8997.73,56.51,9436.22,39.12,2174.11,66.15
3.99,1462.56,9519.27,57.82,9378.79,39.21,2167.6,67.8
3.61,1462.87,9269.84,57.85,9467.59,39.17,2179.0,66.57
3.72,1463.18,8399.09,56.48,9337.0,39.14,2162.68,64.74
3.78,1463.49,8322.0,57.03,9373.55,39.11,2164.31,63.37
3.91,1463.8,8653.06,59.32,9629.49,39.08,2186.34,62.15
3.69,1464.11,9056.69,56.05,9337.0,39.04,2176.57,69.35
3.88,1464.41,8689.34,54.62,9206.34,39.04,2160.26,68.41
3.75,1464.72,8285.71,57.82,9686.99,39.02,2228.77,70.62
3.7,1465.03,8997.73,55.99,9472.76,39.02,2202.65,70.25
3.83,1465.34,7782.31,55.84,9974.31,39.02,2241.83,70.67
3.47,1465.65,8671.2,58.34,9232.47,38.98,2182.29,75.05
3.58,1465.96,8938.78,57.98,9504.14,38.93,2204.28,66.62
3.54,1466.26,9133.79,60.08,9488.49,38.93,2230.4,70.3
3.34,1466.57,8031.75,59.75,9075.75,38.93,2242.67,81.64
3.6,1466.88,8653.06,56.66,9013.08,38.89,2161.05,75.24
3.16,1467.19,8263.04,55.47,9180.28,38.87,2201.86,66.48
4.11,1467.49,8884.35,57.09,9462.35,38.93,2219.8,66.1
3.18,1467.8,16027.21,0.0,9389.2,39.06,2049.27,64.55
2.91,1468.11,16222.22,0.0,9164.56,39.08,2046.01,67.05
3.07,1468.42,17786.85,0.0,9086.23,39.12,2039.5,67.42
2.01,1468.73,14734.69,0.0,8861.59,39.21,2028.07,78.16
2.19,1469.04,14462.59,0.0,8861.59,39.19,2053.36,75.52
2.01,1469.34,13442.18,0.0,9922.04,39.11,2186.34,71.94
2.92,1469.65,15854.88,0.0,9572.05,39.19,2290.78,77.26
2.3,1469.96,15873.02,0.0,9582.46,39.48,2309.55,79.53
2.38,1470.27,15891.16,0.0,10036.98,39.29,2223.06,67.56
2.22,1470.58,15102.04,0.0,10538.46,39.04,2266.32,70.62
