ROP(1 m),Depth(m),weight on bit (kg),Rotary Speed (rpm),Pump Press (KPa),Temp In(degC),Flow In(liters/min),Flow Out %
2.75,1470.88,16335.6,0.0,9916.8,38.99,2223.06,82.16
2.28,1471.19,4131.52,58.5,9989.96,39.29,2290.78,68.93
2.12,1471.5,4498.87,56.09,9634.73,39.27,2284.27,72.46
2.2,1471.8,4462.59,53.0,9514.55,39.04,2322.61,78.54
2.14,1472.11,4866.21,54.62,9634.73,38.99,2276.92,69.87
1.96,1472.42,4362.81,55.29,9733.95,38.99,2359.33,82.35
2.56,1472.73,4421.77,57.79,10308.58,39.02,2374.02,74.39
2.15,1473.04,4362.81,56.79,11567.53,39.04,2373.19,80.56
1.62,1473.34,4131.52,57.61,9780.97,39.08,2353.62,86.35
2.12,1473.65,4984.13,61.52,11342.9,39.06,2406.65,74.11
1.87,1473.96,4866.21,62.03,10423.52,39.04,2358.5,70.34
2.44,1474.27,5061.22,58.56,9875.02,38.7,2293.24,66.25
3.6,1474.58,8807.26,54.56,11269.81,37.18,2383.82,74.72
2.57,1474.89,6643.99,62.77,9969.07,37.43,2352.82,78.07
2.25,1475.2,6489.8,63.62,9775.8,38.19,2275.37,77.22
2.32,1475.5,5968.25,64.63,10042.15,38.26,2364.25,77.97
2.72,1475.81,6680.27,61.52,9801.86,38.21,2373.22,84.0
2.54,1476.12,6603.17,63.41,9619.08,38.26,2408.28,80.75
2.47,1476.43,6643.99,62.55,9514.55,38.3,2349.57,86.49
1.93,1476.73,13863.95,0.0,9822.75,37.94,2325.87,82.35
2.09,1477.04,14213.15,0.0,9901.15,38.28,2289.98,86.21
2.2,1477.35,15197.28,0.0,10005.61,38.44,2276.09,78.58
2.15,1477.66,14616.78,0.0,10355.6,38.49,2253.27,69.59
2.9,1477.96,16027.21,0.0,11677.23,38.51,2339.72,65.3
2.28,1478.27,15333.33,0.0,10924.99,38.47,2335.67,75.76
2.53,1478.58,15292.52,0.0,10000.37,38.43,2303.84,80.56
2.03,1478.89,15292.52,0.0,10554.11,38.41,2306.3,71.43
3.0,1479.19,16607.71,0.0,10402.62,38.38,2275.3,71.85
2.13,1479.5,16299.32,0.0,10240.66,38.32,2274.46,66.29
2.11,1479.81,16589.57,0.0,11259.33,38.32,2320.99,71.24
1.66,1480.12,15061.22,0.0,10689.94,38.3,2273.67,82.12
1.89,1480.42,14290.25,0.0,9995.2,38.3,2279.35,79.05
1.89,1480.42,14290.25,0.0,9995.2,38.3,2279.35,79.05
2.01,1480.73,16222.22,0.0,10449.65,38.38,2273.67,68.32
1.74,1481.04,16086.17,0.0,11786.93,38.53,2352.78,74.39
1.56,1481.35,15795.92,0.0,9989.96,38.44,2310.35,71.19
1.83,1481.65,15832.2,0.0,11478.73,38.36,2332.38,69.4
1.71,1481.96,15351.47,0.0,10313.82,38.36,2353.62,66.25
2.3,1482.27,16489.8,0.0,10256.38,38.32,2338.93,70.62
2.61,1482.58,8630.39,38.88,10099.66,38.38,2391.13,71.33
2.27,1482.89,7818.59,37.2,10251.14,38.36,2375.65,71.9
2.71,1483.19,7995.46,41.1,9885.5,38.34,2338.1,71.57
2.28,1483.5,8244.9,35.25,10287.68,38.28,2343.81,71.8
2.17,1483.81,7800.45,30.24,9859.37,38.28,2365.84,80.7
1.99,1484.12,8031.75,31.34,9932.45,38.28,2363.38,78.02
2.2,1484.43,8031.75,30.3,9927.28,38.26,2345.44,82.44
2.05,1484.73,8108.84,31.01,9963.83,38.23,2394.42,76.98
2.24,1485.04,8766.44,30.67,10867.55,38.19,2398.47,73.92
2.1,1485.35,7532.88,30.64,9713.06,38.15,2337.3,80.89
1.73,1485.66,8979.59,30.46,10042.15,38.07,2382.99,73.07
2.75,1485.97,10371.88,43.61,10930.23,38.04,2371.56,74.3
2.59,1486.28,12009.07,0.0,10747.37,34.72,2234.49,80.14
2.44,1486.58,11954.65,0.0,10857.07,37.13,2228.77,84.71
2.88,1486.89,11990.93,0.0,9561.57,38.81,2247.55,69.02
3.76,1487.2,11877.55,0.0,9378.79,39.51,2218.17,79.62
2.51,1487.51,11972.79,0.0,9399.68,40.1,2236.95,81.36
2.9,1487.81,12938.78,0.0,9368.31,40.16,2229.61,79.34
3.0,1488.13,13460.32,0.0,10956.36,40.31,2469.45,78.72
3.37,1488.43,14734.69,0.0,11933.18,40.57,2458.85,85.04
3.15,1488.74,13863.95,0.0,10783.99,40.88,2428.68,86.49
3.83,1489.05,11646.26,48.46,13014.52,41.14,2492.31,78.44
3.72,1489.36,10544.22,47.66,11447.35,41.22,2438.45,85.04
4.01,1489.66,10331.07,43.67,10747.37,41.24,2444.16,81.64
4.0,1489.97,10757.37,44.19,10935.47,41.24,2399.31,78.16
5.25,1490.28,11297.05,45.47,13286.18,41.22,2502.91,81.5
4.0,1490.59,4961.45,44.86,12377.21,41.18,2491.48,78.63
2.76,1490.9,4961.45,42.08,12283.17,41.26,2446.62,85.32
2.4,1491.2,4807.26,47.66,10569.76,41.49,2527.4,72.74
1.76,1491.51,4557.82,45.22,11076.47,41.69,2537.17,73.83
2.22,1491.82,4925.17,47.51,10736.96,41.9,2515.14,80.61
1.99,1492.13,5138.32,47.27,12074.25,41.83,2521.69,75.52
2.11,1492.44,5251.7,46.72,10778.75,41.82,2473.54,82.59
1.99,1492.74,5927.44,47.48,12335.43,41.94,2496.4,82.49
1.86,1493.05,5061.22,44.64,10669.05,42.03,2472.74,90.45
1.98,1493.36,6122.45,45.65,13082.44,41.82,2518.43,84.71
2.28,1493.67,5582.77,47.7,10794.4,41.71,2479.25,80.8
2.19,1493.97,5192.74,46.44,10998.15,41.67,2421.34,72.84
2.18,1494.28,5927.44,46.05,11060.82,41.64,2505.37,76.23
2.34,1494.59,7319.73,46.11,13369.75,41.62,2514.35,75.48
2.32,1494.9,6353.74,62.86,11703.37,41.69,2525.78,72.79
2.32,1494.9,6353.74,62.86,11703.37,41.69,2525.78,72.79
2.13,1495.21,6643.99,59.69,11160.11,41.62,2426.22,76.23
3.67,1495.51,15156.46,0.0,11436.94,40.5,2405.02,66.86
3.25,1495.82,15931.97,0.0,11363.79,40.76,2484.14,67.47
3.04,1496.13,15795.92,0.0,11379.51,41.01,2404.19,69.49
3.68,1496.43,16489.8,0.0,10016.09,40.76,0.0,79.57
3.3,1496.74,17496.6,0.0,11781.69,40.84,0.0,74.11
2.81,1497.06,16952.38,0.0,10172.75,40.91,2292.52,72.23
3.11,1497.38,16548.75,0.0,10235.49,40.92,2357.74,71.61
2.91,1497.69,16666.67,0.0,10010.85,40.84,2338.97,85.55
3.06,1498.0,17052.15,0.0,10000.37,40.82,2338.97,84.19
2.31,1498.31,7587.3,26.52,10141.44,39.99,2268.75,73.03
2.32,1498.61,8575.96,29.72,11954.07,40.18,2381.36,78.54
2.22,1498.92,8630.39,30.98,12121.27,40.24,2368.3,68.79
3.55,1499.23,10290.25,31.19,9828.0,40.23,2320.15,80.99
2.84,1499.54,10834.47,28.17,9843.65,40.21,2341.39,81.74
2.95,1499.84,10811.79,27.53,11995.85,40.16,2362.59,74.35
3.5,1500.15,10657.6,26.55,10130.96,40.12,2351.16,79.05
3.06,1500.46,10349.21,28.72,9937.69,40.03,2352.78,83.34
3.26,1500.77,10158.73,29.05,9901.15,40.01,2334.05,83.81
3.09,1501.08,10929.71,30.98,11447.35,40.03,2298.12,82.87
3.69,1501.39,10195.01,32.5,9869.78,40.1,2327.5,86.02
3.14,1501.7,9886.62,31.43,9828.0,40.06,2314.44,84.14
3.2,1502.01,10195.01,30.58,9843.65,40.06,2267.12,81.17
2.89,1502.32,10408.16,32.68,10068.29,40.06,2266.32,72.98
2.9,1502.62,10253.97,30.73,10219.77,40.1,2356.04,66.72
2.69,1502.93,10503.4,30.12,11149.63,40.1,2336.47,68.84
2.93,1503.24,9637.19,28.6,10136.2,40.16,2286.69,69.4
3.25,1503.55,10562.36,28.6,9854.13,40.12,2342.18,79.1
3.01,1503.86,9655.33,32.35,9718.3,40.14,2311.18,84.0
3.28,1504.16,10312.93,30.79,10052.63,40.03,2346.27,73.36
3.44,1504.47,10235.83,30.52,10225.01,40.1,2354.41,69.26
3.18,1504.78,10870.75,33.63,11724.26,40.14,2303.84,78.72
3.04,1505.09,10911.56,33.63,11980.2,40.18,2363.38,80.04
2.82,1505.39,15505.67,0.0,11938.42,39.66,2341.39,73.59
3.29,1505.7,16145.12,0.0,10454.89,39.87,2278.55,74.35
2.85,1506.01,16335.6,0.0,11243.68,40.1,2276.09,86.21
2.85,1506.01,16335.6,0.0,11243.68,40.1,2276.09,86.21
2.67,1506.32,15873.02,0.0,10068.29,40.23,2239.37,71.47
2.65,1506.62,15990.93,0.0,9942.93,40.29,2250.01,75.19
2.85,1506.93,16335.6,0.0,10094.42,40.24,2323.41,74.2
2.76,1507.24,16394.56,0.0,10036.98,40.16,2243.46,72.18
2.68,1507.55,16163.27,0.0,9733.95,40.12,2241.83,75.9
1.53,1507.85,10716.55,9.31,10110.07,40.03,2245.09,67.71
2.79,1508.16,11278.91,23.78,10141.44,39.95,2250.8,67.28
2.63,1508.47,10603.17,28.23,9922.04,39.95,2315.27,81.27
2.78,1508.78,10657.6,31.46,9885.5,39.84,2283.44,82.92
2.56,1509.09,10852.61,30.64,10125.79,39.8,2351.16,80.47
2.78,1509.39,11065.76,28.87,9948.17,39.78,2321.78,84.14
2.89,1509.7,11356.01,28.87,11687.65,39.78,2360.13,72.93
2.81,1510.01,10544.22,24.14,10068.29,39.84,2312.01,83.48
3.15,1510.32,11124.72,28.78,10627.26,39.8,2351.99,82.73
2.95,1510.62,11083.9,29.3,10151.85,39.8,2292.41,75.38
3.21,1510.93,11469.39,31.28,10183.23,39.82,2363.38,76.65
2.89,1511.24,10793.65,27.89,9901.15,39.8,2324.24,91.11
3.24,1511.55,11256.24,28.47,10136.2,39.89,2403.39,75.52
2.98,1511.86,10680.27,27.35,9765.32,39.99,2380.53,88.24
2.84,1512.16,11201.81,26.0,9859.37,39.95,2333.21,82.92
3.14,1512.47,11469.39,26.37,9937.69,39.99,2309.55,67.75
2.76,1512.78,10811.79,29.57,9963.83,39.97,2325.87,80.61
3.05,1513.09,10757.37,25.67,9937.69,39.97,2355.24,89.79
3.03,1513.4,11333.33,29.18,10272.03,40.01,2375.65,72.74
3.07,1513.7,10775.51,27.19,10068.29,40.01,2284.27,75.57
3.07,1514.01,10408.16,24.9,9953.35,39.99,2305.47,80.99
3.66,1514.32,10485.26,22.65,9880.26,39.99,2281.01,82.02
4.6,1514.63,11179.14,25.45,9974.31,40.01,2309.55,83.72
3.66,1515.0,17165.53,0.0,10496.67,39.04,2327.5,74.49
2.73,1515.3,16702.95,0.0,12403.35,39.46,2374.02,75.1
3.1,1515.61,16548.75,0.0,10298.17,39.87,2395.22,75.29
3.16,1515.92,16916.1,0.0,10616.78,40.18,2473.54,73.5
3.03,1516.23,17088.44,0.0,11666.75,40.37,2463.77,74.77
2.88,1516.53,16353.74,0.0,10763.1,40.39,2453.97,73.21
3.75,1516.84,16743.76,0.0,10783.99,40.37,2358.5,75.99
3.27,1517.15,16780.05,0.0,10956.36,40.39,2380.53,65.96
3.31,1517.46,16916.1,0.0,11066.06,40.42,2384.62,71.38
1.59,1517.77,11297.05,29.63,9989.96,40.46,2387.08,70.06
2.97,1518.07,11238.1,21.09,10904.1,40.39,2350.36,73.31
2.24,1518.38,11278.91,26.73,9864.61,40.24,2304.67,74.82
2.44,1518.69,11256.24,34.09,9739.19,40.16,2280.18,70.81
2.41,1519.0,11083.9,30.46,9707.88,40.1,2319.36,87.77
2.51,1519.31,11433.11,27.92,10099.66,40.01,2363.38,77.17
2.55,1519.61,11410.43,32.96,9796.69,39.99,2356.87,80.14
2.44,1519.92,11120.18,35.37,9838.48,40.01,2332.38,81.13
2.59,1520.23,11065.76,33.9,9953.35,40.03,2304.67,73.83
2.73,1520.53,10888.89,32.96,10209.36,40.01,2310.35,72.08
3.25,1520.84,11356.01,33.26,10021.26,40.03,2302.21,73.73
2.53,1521.15,11469.39,35.58,10130.96,39.99,2382.16,72.08
2.56,1521.46,12068.03,31.1,11724.26,39.97,2333.21,83.81
2.65,1521.76,11954.65,35.25,11807.83,39.91,2355.24,75.57
2.45,1522.07,11161.0,32.75,9801.86,39.91,2329.12,86.35
2.66,1522.38,11333.33,36.56,11604.08,39.89,2369.1,74.3
2.89,1522.69,10734.69,32.9,10496.67,39.82,2329.12,81.74
2.78,1523.0,12240.36,37.84,11666.75,39.74,2352.78,75.15
2.65,1523.3,10965.99,32.71,9791.45,39.69,2314.44,79.67
2.9,1523.61,12317.46,32.75,11849.61,39.69,2364.22,68.08
2.59,1523.92,11024.94,33.87,10078.77,39.66,2303.04,72.04
2.59,1524.23,12068.03,31.68,11870.5,39.61,2371.56,71.71
2.67,1524.54,11356.01,32.2,10193.71,39.67,2288.36,75.29
2.06,1524.84,16163.27,0.0,9404.85,39.59,2200.23,69.78
1.98,1525.15,15950.11,0.0,11295.87,39.87,2302.21,67.85
2.09,1525.46,15292.52,0.0,10966.77,39.97,2292.41,66.25
2.08,1525.77,15909.3,0.0,10548.87,39.97,2281.81,69.21
2.1,1526.07,16104.31,0.0,11191.41,39.46,2295.7,69.78
2.02,1526.38,15387.76,0.0,9895.91,39.4,2308.72,73.54
2.14,1526.69,15814.06,0.0,9713.06,39.51,2293.24,72.79
2.33,1527.0,15523.81,0.0,9812.34,39.61,2241.83,73.83
1.91,1527.31,12376.42,33.6,9937.69,39.61,2244.29,74.11
2.71,1527.61,11510.2,33.9,9875.02,39.61,2319.36,74.77
3.01,1527.92,11818.59,36.96,9639.97,39.53,2293.24,88.94
3.09,1528.23,11972.79,36.25,10130.96,39.53,2338.93,71.71
2.79,1528.54,11641.72,30.67,9749.67,39.44,2284.27,82.63
3.44,1528.85,12340.14,25.85,9645.21,39.4,2291.61,82.73
2.89,1529.16,12108.84,35.46,9650.38,39.36,2286.69,84.99
3.1,1529.47,11487.53,29.33,10042.15,39.4,2339.72,72.89
3.52,1529.77,12725.62,32.56,11530.99,39.38,2338.1,66.34
3.27,1530.08,11777.78,36.13,10031.74,39.36,2294.03,77.69
3.08,1530.39,12108.84,34.27,11792.17,39.36,2328.33,63.66
3.28,1530.7,12068.03,28.2,11792.17,39.32,2316.9,64.93
3.41,1531.01,12031.75,33.45,11123.5,39.27,2336.47,68.51
3.71,1531.32,11777.78,36.8,9859.37,39.29,2275.3,81.64
3.98,1531.62,11895.69,35.64,10073.53,39.25,2309.55,72.56
3.36,1531.93,11741.5,38.36,9801.86,39.25,2284.27,80.37
3.77,1532.24,11931.97,38.63,9854.13,39.23,2313.64,77.64
3.56,1532.55,12031.75,29.6,9650.38,39.23,2253.27,79.71
3.34,1532.86,11718.82,33.17,9713.06,39.21,2281.01,77.55
2.85,1533.16,11546.49,30.85,9556.4,39.21,2304.67,87.81
3.04,1533.47,11759.64,30.09,9551.16,39.32,2319.36,84.09
2.85,1533.78,12068.03,40.53,9937.69,39.38,2267.95,70.48
3.77,1534.09,11219.95,0.0,9692.16,38.53,2267.12,77.83
3.77,1534.09,11219.95,0.0,9692.16,38.53,2267.12,77.83
1.94,1534.4,12916.1,0.0,9958.59,38.98,2264.66,75.95
2.25,1534.7,14712.02,0.0,10198.88,39.38,2269.58,67.19
2.4,1535.01,15718.82,0.0,12225.73,39.63,2369.1,69.17
2.77,1535.32,16489.8,0.0,10193.71,39.67,2285.06,75.33
2.17,1535.63,14734.69,0.0,10157.09,39.74,2346.27,84.28
2.59,1535.93,15061.22,0.0,10334.71,39.69,2358.5,73.54
2.88,1536.24,15950.11,0.0,11076.47,39.63,2366.68,72.89
2.42,1536.55,15777.78,0.0,10585.48,39.59,2298.12,70.39
2.48,1536.86,14925.17,0.0,10783.99,39.59,2354.41,71.1
2.82,1537.17,8825.4,38.91,10277.27,39.55,2357.7,71.99
1.82,1537.47,8476.19,32.9,10146.68,39.44,2272.84,73.03
2.17,1537.78,8285.71,35.0,10449.65,39.32,2363.38,72.08
2.41,1538.09,8494.33,32.44,10089.18,39.25,2280.18,73.36
2.11,1538.39,8244.9,34.0,11196.65,39.32,2360.13,73.73
2.59,1538.7,8825.4,33.6,12095.14,39.25,2342.18,77.97
3.04,1539.01,8476.19,37.44,9942.93,39.25,2303.04,82.02
2.65,1539.32,9115.65,33.29,11463.08,39.33,2381.36,70.86
2.55,1539.63,8707.48,43.12,10799.64,39.4,2352.78,73.31
1.88,1539.93,8553.29,33.66,9927.28,39.38,2350.36,81.27
2.11,1540.24,8671.2,34.91,10052.63,39.4,2290.78,74.39
1.95,1540.55,7587.3,33.11,9953.35,39.48,2344.65,86.21
1.95,1540.86,8938.78,34.88,11468.25,39.59,2367.47,74.25
1.92,1541.16,8689.34,32.23,9995.2,39.61,2332.38,78.02
1.82,1541.47,8208.62,32.17,9880.26,39.63,2328.33,77.69
2.04,1541.78,9328.8,50.99,12251.86,39.69,2497.2,75.0
2.0,1542.09,8494.33,50.41,11165.28,39.8,2484.97,87.86
2.18,1542.4,8766.44,50.38,10898.86,39.93,2424.59,71.52
2.14,1542.7,9791.38,51.17,12800.36,39.91,2489.06,76.32
2.36,1543.01,9750.57,50.93,12377.21,39.91,2450.71,76.65
2.1,1543.32,10299.32,50.78,11254.09,40.01,2486.6,76.09
2.17,1543.63,10512.47,48.15,11149.63,40.14,2422.13,74.3
2.3,1543.94,10630.39,50.93,10940.71,40.27,2462.94,79.43
2.26,1544.25,14907.03,0.0,9493.66,39.87,2259.78,72.46
1.94,1544.55,17360.54,0.0,11055.58,40.12,2247.55,78.07
1.81,1544.86,16353.74,0.0,9436.22,40.37,2252.43,83.62
1.77,1545.17,17514.74,0.0,9969.07,41.09,2238.58,69.31
1.75,1545.48,16721.09,0.0,10214.6,40.82,2286.69,72.32
1.6,1545.78,14598.64,0.0,9728.78,40.71,2265.49,73.69
2.63,1546.09,17687.07,0.0,9807.1,40.73,2317.69,78.4
2.13,1546.57,9151.93,33.81,10381.73,40.58,2307.93,74.72
2.13,1546.64,8517.01,40.53,10355.6,40.58,2388.71,72.23
1.76,1546.94,9981.86,37.41,11917.52,40.46,2365.05,76.79
2.04,1547.25,9791.38,38.76,10031.74,40.31,2303.04,81.93
1.96,1547.56,10965.99,40.46,11713.78,40.24,2382.99,79.43
1.99,1547.87,9845.8,31.34,10104.9,40.24,2359.33,80.0
2.25,1548.17,11741.5,35.49,12319.78,40.21,2393.59,72.93
2.1,1548.48,10793.65,36.8,10063.05,40.24,2357.7,83.76
2.46,1548.79,11433.11,35.19,11562.29,40.27,2388.71,72.51
2.25,1549.1,10562.36,35.19,10543.7,40.31,2316.9,74.3
2.54,1549.41,10911.56,39.06,10099.66,40.24,2315.27,76.84
2.22,1549.71,10698.41,37.63,10063.05,40.23,2365.05,86.17
2.4,1550.02,11006.8,36.44,10047.39,40.29,2347.9,82.4
2.34,1550.33,11201.81,35.28,10235.49,40.24,2313.64,71.38
2.19,1550.64,10503.4,34.88,10418.28,40.18,2375.65,76.61
2.3,1550.94,11043.08,36.28,10078.77,40.18,2364.22,83.34
2.24,1551.25,11564.63,34.03,11389.92,40.08,2335.67,83.53
2.46,1551.56,11179.14,32.93,10595.89,40.06,2331.59,70.01
2.3,1551.87,11433.11,32.17,10857.07,40.03,2404.19,73.21
2.37,1552.17,11641.72,34.36,10151.85,39.99,2371.56,81.36
2.31,1552.48,12417.23,34.85,12001.09,39.93,2371.56,78.96
2.29,1552.79,11333.33,33.48,10272.03,39.93,2312.01,68.74
2.34,1553.1,11700.68,32.75,11891.39,40.01,2359.33,80.37
4.05,1553.41,9424.04,24.29,9843.65,38.93,2294.87,63.56
2.08,1553.72,10235.83,33.66,9733.95,39.36,2321.78,79.67
1.98,1554.03,11120.18,34.03,9848.89,39.74,2288.36,70.11
2.09,1554.33,11161.0,38.21,10167.57,40.01,2380.53,75.95
1.96,1554.64,10503.4,35.46,9566.81,40.16,2347.9,83.34
2.32,1554.95,11333.33,37.02,10548.87,40.16,2386.25,78.4
2.13,1555.26,10852.61,33.36,9749.67,40.16,2368.3,79.57
2.18,1555.57,11433.11,33.39,10972.01,40.16,2374.81,68.98
2.23,1555.87,11410.43,24.87,11207.06,40.23,2348.73,71.8
2.31,1556.18,10680.27,37.96,10115.31,40.24,2387.08,73.73
2.18,1556.49,10757.37,38.39,9545.92,40.29,2338.1,86.59
2.26,1556.8,11546.49,32.99,11557.05,40.29,2366.68,68.18
2.26,1556.8,11546.49,32.99,11557.05,40.29,2366.68,68.18
2.16,1557.1,11682.54,33.57,11724.26,40.23,2388.71,73.64
2.16,1557.41,11700.68,32.01,10789.16,40.29,2372.39,78.44
2.11,1557.72,11392.29,35.37,10167.57,40.31,2338.93,76.98
2.27,1558.03,11528.34,34.0,11416.05,40.37,2367.47,78.11
2.43,1558.34,11433.11,39.82,11478.73,40.35,2374.81,71.1
2.3,1558.64,10793.65,36.93,11029.45,40.42,2375.65,73.78
2.68,1558.95,10367.35,40.83,10099.66,40.39,2394.42,77.36
2.37,1559.26,10834.47,36.93,9843.65,40.24,2343.02,88.28
2.72,1559.57,10312.93,44.8,10005.61,40.21,2325.04,78.44
2.38,1559.88,11065.76,41.75,10172.75,40.18,2397.68,74.53
2.68,1560.18,11120.18,41.26,10136.2,40.21,2318.53,70.01
2.59,1560.49,10811.79,36.35,9942.93,40.12,2360.96,77.17
2.34,1560.8,11564.63,35.43,12157.82,40.14,2405.82,67.94
2.51,1561.1,11315.19,34.06,11598.91,40.23,2409.07,75.19
2.19,1561.41,11179.14,33.32,10256.38,40.24,2407.45,76.94
2.4,1561.72,10834.47,30.3,9984.72,40.29,2369.1,86.59
2.2,1562.03,10852.61,42.9,10021.26,40.37,2387.08,78.68
2.44,1562.33,10390.02,45.16,10763.1,40.42,2360.13,65.35
2.5,1562.64,11433.11,45.99,12267.52,40.42,2407.45,74.96
2.48,1562.95,10929.71,41.56,11071.3,40.39,2378.07,83.1
2.33,1563.26,10965.99,42.97,10266.79,40.37,2404.19,74.91
2.2,1563.58,14539.68,0.0,10423.52,39.48,2391.13,70.06
2.01,1563.89,11913.83,44.46,11917.52,39.87,2385.41,76.42
2.61,1564.2,13959.18,38.97,11661.58,40.06,2350.36,81.69
2.06,1564.5,13673.47,35.7,10752.61,40.16,2332.38,77.83
2.26,1564.82,13673.47,35.43,10893.69,40.16,2348.73,79.62
1.98,1565.12,13437.64,32.04,9801.86,40.1,2322.61,82.77
2.09,1565.43,13460.32,35.22,10240.66,40.12,2373.19,73.97
2.22,1565.74,13074.83,35.4,10068.29,40.16,2347.9,73.59
2.02,1566.05,13941.04,35.03,11745.15,40.16,2339.72,78.02
2.04,1566.35,13460.32,34.48,10888.45,40.14,2345.44,78.68
2.61,1566.66,12820.86,41.2,9786.21,40.16,2313.64,85.98
2.42,1566.97,13151.93,45.13,9848.89,40.24,2329.96,80.23
2.18,1567.28,13206.35,47.97,10204.12,40.29,2368.3,70.11
2.49,1567.59,13283.45,46.99,9953.35,40.24,2317.69,84.89
2.4,1567.89,13437.64,42.6,11259.33,40.21,2364.22,78.02
3.02,1568.2,12530.61,45.71,10319.06,40.1,2371.56,74.06
2.64,1568.51,13283.45,45.04,10089.18,39.95,2278.55,73.83
3.06,1568.82,13727.89,45.04,11786.93,39.99,2350.36,69.49
2.85,1569.13,13383.22,47.05,10130.96,40.01,2360.13,69.87
2.85,1569.43,13460.32,39.4,11290.7,40.01,2346.27,80.14
2.67,1569.74,12975.06,40.65,10141.44,40.01,2273.67,72.04
2.39,1570.05,13170.07,48.7,9812.34,39.93,2317.69,81.46
2.62,1570.35,13750.57,49.8,11938.42,39.82,2360.13,72.7
2.49,1570.66,13015.87,52.18,9854.13,39.78,2287.52,82.73
2.84,1570.97,12993.2,53.06,10810.05,39.74,2325.87,70.95
3.01,1571.28,13306.12,50.07,9937.69,39.78,2322.61,82.3
3.41,1571.58,14095.24,47.85,11525.75,39.82,2333.21,79.34
3.26,1571.89,13478.46,43.67,10183.23,39.91,2274.46,66.81
3.09,1572.2,12607.71,50.29,10078.77,39.91,2352.78,70.15
3.22,1572.51,13074.83,49.59,10016.09,39.99,2302.21,85.13
3.61,1572.82,14616.78,0.0,10888.45,38.96,2272.0,71.0
2.06,1573.12,14403.63,0.0,10533.22,39.44,2283.44,77.59
2.28,1573.43,15700.68,0.0,10021.26,39.74,2246.72,63.28
3.19,1573.74,18594.1,0.0,11854.85,40.01,2293.24,67.75
1.84,1574.05,15523.81,0.0,9754.91,40.21,2247.55,71.33
1.9,1574.36,16625.85,0.0,10883.21,40.18,2313.64,74.58
2.03,1574.66,17532.88,0.0,9686.99,40.21,2279.35,81.93
2.15,1574.97,18748.3,0.0,11536.16,40.23,2313.64,75.85
2.47,1575.28,13922.9,47.63,11985.44,40.27,2369.93,81.55
2.82,1575.58,13727.89,39.43,10219.77,40.27,2303.04,68.79
2.5,1575.89,13383.22,37.47,9885.5,40.27,2334.05,80.89
2.59,1576.2,13229.02,38.3,10063.05,40.33,2311.18,71.24
2.59,1576.51,14018.14,42.81,11463.08,40.33,2339.72,83.25
2.65,1576.81,13419.5,40.62,10073.53,40.39,2363.38,82.07
2.22,1577.12,13170.07,41.5,9885.5,40.39,2334.84,83.2
2.79,1577.43,14272.11,41.26,11369.03,40.46,2376.44,74.39
2.75,1577.74,13537.41,46.72,9922.04,40.5,2316.07,79.76
2.83,1578.05,13614.51,45.56,10099.66,40.48,2289.98,73.64
2.69,1578.35,13015.87,45.8,9890.67,40.42,2293.24,75.29
2.88,1578.66,12707.48,45.56,9948.17,40.44,2343.02,81.17
3.03,1578.97,12938.78,43.24,9848.89,40.42,2316.9,85.08
2.83,1579.28,13229.02,46.99,10000.37,40.52,2341.39,72.74
2.92,1579.59,13650.79,42.69,10052.63,40.5,2361.76,71.61
2.69,1579.89,13573.7,43.24,10308.58,40.57,2303.04,63.14
3.15,1580.2,13941.04,47.15,11671.99,40.67,2345.44,72.08
2.91,1580.51,14172.34,46.9,11860.09,40.67,2365.05,69.54
2.85,1580.81,13478.46,47.66,9770.56,40.78,2314.44,79.62
2.79,1581.12,13229.02,45.01,9833.24,40.8,2324.24,83.01
2.78,1581.43,13206.35,47.57,9749.67,40.88,2284.27,73.5
2.85,1581.74,13283.45,50.04,9890.67,40.97,2338.93,74.39
2.63,1582.05,12725.62,48.12,9828.0,41.09,2356.87,76.42
2.69,1582.35,13460.32,43.18,10669.05,41.18,2340.56,72.89
2.04,1582.66,13922.9,45.56,9258.61,40.84,2203.49,72.98
1.91,1582.97,14231.29,37.5,10480.95,41.09,2285.06,69.4
2.14,1583.27,14154.2,35.92,9138.5,41.31,2270.38,82.21
2.19,1583.58,14190.48,29.6,9295.15,41.41,2284.27,69.4
2.07,1583.89,14058.96,39.0,9101.88,41.49,2283.44,80.37
2.3,1584.2,15079.37,39.52,10810.05,41.56,2272.84,77.78
2.72,1584.5,14172.34,34.51,9504.14,41.54,2317.69,66.57
2.77,1584.82,13750.57,39.46,9478.0,41.54,2247.55,70.72
2.66,1585.12,15002.27,35.49,10622.02,41.58,2257.32,79.24
2.74,1585.43,14539.68,33.57,9478.0,41.64,2308.72,71.14
2.46,1585.74,14503.4,37.11,10303.41,41.71,2314.44,71.52
2.62,1586.04,15061.22,36.47,11050.41,41.71,2313.64,71.28
2.47,1586.35,14290.25,35.4,9399.68,41.79,2306.3,69.87
2.49,1586.66,14385.49,32.62,9467.59,41.82,2235.32,69.64
2.29,1586.97,14811.79,36.71,11097.36,41.73,2313.64,77.03
2.67,1587.28,14018.14,39.85,9044.45,41.75,2257.32,76.89
2.43,1587.58,14213.15,31.89,9227.3,41.71,2258.15,82.96
2.59,1587.89,14272.11,27.83,9216.82,41.69,2239.37,70.44
2.45,1588.2,14249.43,34.7,9394.44,41.71,2250.01,64.93
