Depth(ft),Depth(m),ROP(1 ft),ROP(1 m),weight on bit (k-lbs),weight on bit (kg),Temp Out( degF),Temp Out( degC),Temp In(degF),Temp In(degC),Pit Total (bbls),Pit Total (m3),Pump Press (psi),Pump Press (KPa),Hookload (k-lbs),Hookload (kg),Surface Torque (psi),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow In(liters/min),Flow Out %,WH Pressure (psi),WH Pressure (KPa),H2S Floor,H2S Cellar,H2S Pits
1654.3,504.21,39.79,12.13,20.57,9328.80,123.41,50.78,119.88,48.82,231.76,36.85,639.48,4409.21,52.11,23632.65,153.54,1058.66,103.65,863.51,3268.74,81.65,8.64,59.57,0,0.02,0
1655.33,504.52,48.45,14.77,24.93,11306.12,123.41,50.78,119.88,48.82,231.75,36.85,638.33,4401.29,47.75,21655.33,169.29,1167.25,67.74,835.07,3161.08,81.48,8.64,59.57,0,0.01,0
1656.37,504.84,64.33,19.61,25.01,11342.40,123.49,50.83,119.85,48.81,231.59,36.82,641.38,4422.32,47.67,21619.05,180.27,1242.96,60.17,861.87,3262.53,80.25,8.64,59.57,0,0.01,0
1657.4,505.15,60.16,18.34,22.61,10253.97,123.57,50.87,119.88,48.82,231.77,36.85,641.76,4424.94,50.08,22712.02,167.95,1158.02,71.61,602.44,2280.48,81.56,8.64,59.57,0,0.01,0
1658.44,505.47,35.19,10.73,21.53,9764.17,123.61,50.89,119.96,48.87,231.83,36.86,642.53,4430.24,51.16,23201.81,140.01,965.37,95.23,844.89,3198.26,81.56,8.26,56.95,-0.01,0.01,0.01
1659.46,505.78,34.19,10.42,21.07,9555.56,123.68,50.93,119.96,48.87,231.68,36.83,642.91,4432.86,51.61,23405.90,164.1,1131.47,81.44,817.06,3092.91,81.7,9.03,62.26,-0.01,0.01,0
1660.47,506.09,27.32,8.33,14.89,6752.83,123.8,51.00,120.04,48.91,231.45,36.80,646.34,4456.51,57.79,26208.62,137.68,949.30,116.83,803.15,3040.25,81.43,8.64,59.57,-0.01,0.02,0
1661.49,506.40,60.04,18.30,20.53,9310.66,123.8,51.00,120.04,48.91,231.81,36.85,640.24,4414.45,52.15,23650.79,133.75,922.21,89.65,580.75,2198.38,81.43,8.26,56.95,0,0.01,0
1662.51,506.71,34.84,10.62,24.47,11097.51,123.83,51.02,120.08,48.93,231.5,36.81,639.86,4411.83,48.21,21863.95,149.58,1031.35,82.75,796.81,3016.25,80.64,8.26,56.95,0,0.02,0.01
1663.52,507.02,38.92,11.86,23.39,10607.71,123.8,51.00,120.15,48.97,231.47,36.80,624.99,4309.31,49.29,22353.74,149.81,1032.94,79.24,847.14,3206.77,80.95,8.64,59.57,0,0,0
1664.54,507.33,38.1,11.61,24.02,10893.42,123.83,51.02,120.19,48.99,231.79,36.85,624.61,4306.69,48.67,22072.56,155.22,1070.24,82.08,846.32,3203.67,80.86,8.64,59.57,-0.01,0.02,0
1665.56,507.64,37.32,11.37,24.02,10893.42,123.8,51.00,120.23,49.02,231.67,36.83,621.56,4285.66,48.67,22072.56,147.98,1020.32,94.07,844.48,3196.70,83.23,7.88,54.33,-0.01,0.02,-0.01
1666.57,507.95,46.61,14.21,24.27,11006.80,123.8,51.00,120.3,49.06,231.73,36.84,600.97,4143.69,48.42,21959.18,154.08,1062.38,89.28,787.81,2982.18,81.34,8.26,56.95,-0.01,0.02,0
1667.63,508.27,42.18,12.86,23.98,10875.28,123.8,51.00,120.3,49.06,231.77,36.85,630.71,4348.75,48.71,22090.70,156.48,1078.93,84.76,797.01,3017.01,83.15,8.64,59.57,0,0.01,0
1668.64,508.58,38.5,11.73,22.23,10081.63,123.76,50.98,120.34,49.08,231.56,36.82,631.85,4356.61,50.45,22879.82,152.63,1052.38,92.33,710.87,2690.93,82.27,8.26,56.95,-0.01,0,0
1669.66,508.89,32.37,9.87,24.35,11043.08,123.8,51.00,120.34,49.08,231.75,36.85,637.95,4398.67,48.34,21922.90,147.37,1016.12,99.1,824.43,3120.81,83.15,8.64,59.57,-0.01,0.01,0
1670.67,509.20,29.98,9.14,22.65,10272.11,123.87,51.04,120.38,49.10,232.16,36.91,631.09,4351.37,50.04,22693.88,147.94,1020.05,88.4,856.95,3243.91,83.32,8.26,56.95,-0.01,0.01,0
1671.69,509.51,45.73,13.94,22.73,10308.39,123.87,51.04,120.38,49.10,232.08,36.90,680.65,4693.08,49.95,22653.06,149.84,1033.15,86.38,634.39,2401.43,85.25,8.26,56.95,-0.01,0.01,-0.01
1672.73,509.82,38.84,11.84,24.51,11115.65,123.03,50.57,120.65,49.25,235.03,37.37,688.46,4746.93,48.17,21845.80,144.2,994.26,89.37,662.29,2507.04,55.52,7.5,51.71,-0.01,0.01,0
1673.74,510.13,32.35,9.86,22.74,10312.93,123.95,51.08,119.69,48.72,232.82,37.02,679.51,4685.22,51.96,23564.63,140.54,969.02,81.19,779.36,2950.20,91.1,7.88,54.33,0,0.02,-0.01
1674.76,510.44,35.54,10.83,23.9,10839.00,123.68,50.93,119.81,48.78,233.47,37.12,682.94,4708.87,50.8,23038.55,139.32,960.61,77.11,862.63,3265.41,88.68,7.88,54.33,-0.01,0.03,-0.01
1675.77,510.75,35.87,10.93,23.57,10689.34,123.3,50.72,119.92,48.84,234.2,37.23,682.56,4706.25,51.13,23188.21,147.75,1018.74,72.32,863.25,3267.76,86.26,7.88,54.33,-0.01,0.01,0
1676.79,511.06,32.38,9.87,24.23,10988.66,122.84,50.47,119.96,48.87,234.18,37.23,685.23,4724.66,50.47,22888.89,144.73,997.91,75.49,859.98,3255.38,86.75,7.88,54.33,0,0.01,0
1677.81,511.37,36.57,11.15,23.4,10612.24,122.77,50.43,119.92,48.84,234.33,37.26,691.71,4769.34,51.3,23265.31,157.77,1087.82,64.75,865.71,3277.07,85.52,7.88,54.33,-0.01,0.02,0
1678.86,511.69,31.17,9.50,23.07,10462.59,122.61,50.34,119.85,48.81,234.64,37.30,687.51,4740.38,51.63,23414.97,156.29,1077.62,68.96,864.9,3274.00,86.13,7.88,54.33,-0.01,0.01,0
1679.88,512.00,42.56,12.97,23.69,10743.76,122.65,50.36,119.81,48.78,234.68,37.31,642.14,4427.56,51.01,23133.79,151.6,1045.28,80.74,837.66,3170.89,86.26,7.5,51.71,-0.02,0.02,0
1680.89,512.31,36.97,11.27,24.61,11161.00,122.73,50.41,119.73,48.74,235.91,37.51,575.81,3970.21,50.09,22716.55,151.56,1045.01,83.64,794.77,3008.53,83.67,7.5,51.71,-0.01,0.02,-0.02
1681.91,512.62,40.65,12.39,24.44,11083.90,122.8,50.44,119.73,48.74,235.78,37.49,603.26,4159.48,50.26,22793.65,147.14,1014.53,87.33,821.97,3111.49,84.77,7.12,49.09,0,0.02,0
1682.93,512.93,35.85,10.93,24.61,11161.00,122.96,50.53,119.62,48.68,235.76,37.48,622.32,4290.90,50.09,22716.55,162.23,1118.58,77.69,833.41,3154.80,86.22,7.5,51.71,0,0.01,0.01
1683.94,513.24,45.75,13.94,25.52,11573.70,123.07,50.59,119.58,48.66,236.08,37.53,626.13,4317.17,49.18,22303.85,167.23,1153.05,92.12,829.32,3139.32,88.02,7.88,54.33,0,0.03,0.01
1684.96,513.55,38.51,11.74,23.98,10875.28,123.07,50.59,119.54,48.63,235.75,37.48,623.84,4301.38,50.72,23002.27,181.98,1254.75,84.43,842.83,3190.46,88.68,7.5,51.71,-0.01,0.01,0.01
1685.98,513.86,40.18,12.25,24.81,11251.70,123.15,50.64,119.58,48.66,235.83,37.49,624.23,4304.07,49.89,22625.85,158.15,1090.44,96.97,756.89,2865.14,88.68,7.12,49.09,-0.01,0.02,0
1687.01,514.18,33.58,10.23,24.85,11269.84,123.19,50.66,119.58,48.66,235.86,37.50,622.7,4293.52,49.85,22607.71,148.89,1026.60,92.51,848.96,3213.66,89.34,7.12,49.09,-0.01,0.02,0.01
1688.03,514.49,41.73,12.72,24.27,11006.80,123.34,50.74,119.62,48.68,236.3,37.57,625.75,4314.55,50.43,22870.75,155.71,1073.62,82.87,776.13,2937.97,89.16,6.74,46.47,-0.01,0.01,0.01
1689.04,514.79,54.62,16.65,24.65,11179.14,123.34,50.74,119.62,48.68,236.22,37.56,621.56,4285.66,50.05,22698.41,201.69,1390.65,67.71,848.55,3212.11,89.69,7.5,51.71,-0.01,0.01,0
1690.06,515.11,58.3,17.77,23.44,10630.39,123.38,50.77,119.62,48.68,236.33,37.57,618.13,4262.01,51.26,23247.17,224.49,1547.86,65.36,799.25,3025.49,90.83,7.88,54.33,-0.01,0.01,0
1691.08,515.42,50.84,15.50,24.36,11047.62,123.45,50.81,119.62,48.68,236.4,37.58,623.84,4301.38,50.34,22829.93,220.91,1523.17,75.64,704.72,2667.65,92.02,7.88,54.33,-0.01,0.01,0
1692.09,515.72,32.94,10.04,24.94,11310.66,123.45,50.81,119.62,48.68,236.19,37.55,618.89,4267.25,49.76,22566.89,229.87,1584.95,72.04,682.83,2584.79,91.89,7.5,51.71,0,0.02,0
1693.11,516.03,29.25,8.91,23.23,10535.15,123.34,50.74,119.66,48.70,236.42,37.59,623.08,4296.14,51.47,23342.40,227.85,1571.03,72.04,835.05,3161.01,90.88,7.5,51.71,0,0.01,0
1694.13,516.35,29.98,9.14,23.86,10820.86,123.38,50.77,119.66,48.70,236.58,37.61,620.03,4275.11,50.84,23056.69,232.31,1601.78,76.13,854.49,3234.59,92.11,7.5,51.71,0,0.01,0.01
1695.14,516.65,32.95,10.04,23.61,10707.48,123.3,50.72,119.66,48.70,236.59,37.61,617.36,4256.70,51.09,23170.07,221.75,1528.97,87.85,851.83,3224.53,89.56,7.5,51.71,-0.01,0,0.01
1696.16,516.96,42.56,12.97,24.81,11251.70,123.34,50.74,119.69,48.72,236.49,37.60,615.84,4246.22,49.89,22625.85,169.02,1165.39,52.3,816.23,3089.77,87.1,6.36,43.85,-0.01,0,0.01
1697.17,517.27,30.73,9.37,24.07,10916.10,123.38,50.77,119.69,48.72,236.66,37.63,616.98,4254.08,50.63,22961.45,201.31,1388.03,72.77,844.87,3198.18,90.17,7.12,49.09,-0.01,0.01,0.01
1698.19,517.58,35.86,10.93,22.99,10426.30,123.41,50.78,119.66,48.70,236.74,37.64,617.74,4259.32,51.71,23451.25,230.86,1591.78,74.64,849.38,3215.25,88.68,7.5,51.71,0,0.01,0
1699.21,517.89,33.56,10.23,25.06,11365.08,123.45,50.81,119.66,48.70,236.74,37.64,618.13,4262.01,49.64,22512.47,235.93,1626.74,81.71,850.81,3220.66,92.02,7.5,51.71,0,0.01,0
1700.22,518.20,27.49,8.38,26.14,11854.88,123.49,50.83,119.69,48.72,236.77,37.64,615.08,4240.98,48.56,22022.68,236.96,1633.84,75.95,851.63,3223.77,91.71,7.12,49.09,0,0.01,0.01
1701.24,518.51,29.73,9.06,25.15,11405.90,123.49,50.83,119.77,48.76,236.67,37.63,621.18,4283.04,49.55,22471.66,205.89,1419.61,102.31,772.65,2924.80,90.17,6.74,46.47,0,0.01,0.02
1702.25,518.82,31.8,9.69,24.73,11215.42,123.53,50.85,119.81,48.78,236.79,37.65,619.65,4272.49,49.97,22662.13,193.88,1336.80,90.96,852.85,3228.39,91.49,6.74,46.47,0,0.02,0
1703.27,519.13,26.98,8.22,26.47,12004.54,123.57,50.87,119.88,48.82,236.57,37.61,617.36,4256.70,48.23,21873.02,196.58,1355.42,95.72,851.83,3224.53,90.96,6.74,46.47,0,0.01,0.01
1704.28,519.44,29.45,8.98,23.98,10875.28,123.53,50.85,119.92,48.84,236.62,37.62,618.89,4267.25,50.72,23002.27,194.75,1342.80,92.91,852.85,3228.39,87.89,6.36,43.85,0,0.01,0
1705.29,519.75,25.54,7.78,21.66,9823.13,123,50.56,119.43,48.57,238.81,37.97,608.98,4198.92,53.04,24054.42,180.99,1247.93,82.93,838.73,3174.94,85.12,5.21,35.92,0,0.02,0.03
1706.31,520.06,26.92,8.20,23.03,10444.44,122.54,50.30,119.35,48.53,239.65,38.10,609.36,4201.54,51.67,23433.11,185.03,1275.78,83.15,836.89,3167.97,83.28,5.21,35.92,0,0.05,0.04
1707.32,520.37,40.64,12.39,25.52,11573.70,122.31,50.17,119.43,48.57,239.73,38.11,608.98,4198.92,49.18,22303.85,189.95,1309.71,80.86,837.3,3169.52,80.77,5.21,35.92,-0.01,0.02,0.03
1708.34,520.68,33.27,10.14,25.77,11687.07,122.23,50.13,119.47,48.59,240.11,38.17,605.93,4177.89,48.93,22190.48,191.21,1318.39,86.2,837.09,3168.73,80.29,5.59,38.54,0,0,0.03
1709.36,520.99,31.53,9.61,23.48,10648.53,122.08,50.04,119.47,48.59,240.26,38.20,603.64,4162.10,51.22,23229.02,191.17,1318.12,85.41,836.07,3164.87,79.63,5.59,38.54,0,0.01,0.03
1710.37,521.30,37.72,11.50,23.69,10743.76,122.12,50.07,119.43,48.57,240.51,38.24,608.59,4196.23,51.01,23133.79,195.82,1350.18,85.37,838.32,3173.38,79.15,5.21,35.92,0,0.01,0.03
1711.39,521.61,44.11,13.44,23.57,10689.34,122.19,50.11,119.39,48.55,240.49,38.23,606.31,4180.51,51.13,23188.21,196.2,1352.80,86.32,836.69,3167.21,78.62,5.59,38.54,-0.01,0.03,0.04
1712.41,521.92,39.68,12.09,24.11,10934.24,122.35,50.19,119.35,48.53,240.66,38.26,603.64,4162.10,50.59,22943.31,193.34,1333.08,86.87,835.05,3161.01,79.72,5.59,38.54,0,0.01,0.03
1713.42,522.22,38.13,11.62,23.07,10462.59,122.54,50.30,119.31,48.51,240.8,38.28,607.83,4190.99,51.63,23414.97,195.25,1346.25,82.57,839.14,3176.49,80.07,5.97,41.16,0,0.01,0.04
1714.44,522.54,28.59,8.71,22.86,10367.35,122.61,50.34,119.31,48.51,241.19,38.35,604.02,4164.72,51.84,23510.20,189.61,1307.36,91.84,837.91,3171.83,80.2,5.59,38.54,0,0,0.04
1715.46,522.85,37.73,11.50,23.82,10802.72,122.65,50.36,119.35,48.53,241.21,38.35,606.69,4183.13,50.88,23074.83,193.92,1337.08,83.45,834.64,3159.45,81.7,5.59,38.54,0,0.01,0.05
1716.47,523.15,45.2,13.78,23.32,10575.96,122.73,50.41,119.35,48.53,241.81,38.44,607.45,4188.37,51.38,23301.59,190.1,1310.74,89.74,838.32,3173.38,83.5,5.59,38.54,0,0.01,0.03
1717.49,523.47,21.4,6.52,23.53,10671.20,122.8,50.44,119.39,48.55,242.34,38.53,600.97,4143.69,51.17,23206.35,186.86,1288.40,91.84,834.43,3158.66,87.58,5.21,35.92,0,0.02,0.04
1718.51,523.78,36.24,11.05,22.7,10294.78,122.88,50.49,119.39,48.55,242.93,38.62,603.64,4162.10,52,23582.77,189.61,1307.36,86.11,837.3,3169.52,87.67,5.59,38.54,0,0.01,0.02
1719.52,524.08,26.92,8.20,25.85,11723.36,122.92,50.51,119.39,48.55,243.09,38.65,602.49,4154.17,48.85,22154.20,180,1241.10,92.97,835.26,3161.80,86.13,5.21,35.92,0,0.01,0.04
1720.54,524.40,27.62,8.42,24.61,11161.00,122.92,50.51,119.47,48.59,243.38,38.69,603.26,4159.48,50.09,22716.55,182.33,1257.17,91.32,832.39,3150.94,87.27,5.21,35.92,0,0.01,0.03
1721.56,524.71,36.59,11.15,24.19,10970.52,122.96,50.53,119.47,48.59,243.47,38.71,604.02,4164.72,50.51,22907.03,187.43,1292.33,88.43,835.66,3163.32,87.19,5.21,35.92,0,0.02,0.03
1722.57,525.01,43.55,13.27,24.36,11047.62,122.96,50.53,119.54,48.63,243.42,38.70,596.01,4109.49,50.34,22829.93,190.9,1316.26,88.3,832.19,3150.18,86.4,5.21,35.92,0,0,0.05
1723.59,525.32,39.36,12.00,24.73,11215.42,123,50.56,119.58,48.66,243.41,38.70,599.83,4135.83,49.97,22662.13,189.3,1305.22,91.96,833.82,3156.35,87.8,5.21,35.92,0,0.01,0.04
1724.61,525.64,32.68,9.96,23.61,10707.48,123.03,50.57,119.62,48.68,243.41,38.70,603.26,4159.48,51.09,23170.07,196.78,1356.80,85.65,843.64,3193.52,87.01,5.21,35.92,0,0,0.05
1725.64,525.95,33.61,10.24,24.52,11120.18,122.96,50.53,119.69,48.72,243.42,38.70,600.59,4141.07,50.18,22757.37,179.5,1237.65,88.58,839.14,3176.49,87.27,5.21,35.92,0,0,0.05
1726.66,526.26,34.53,10.52,25.44,11537.41,122.96,50.53,119.77,48.76,243.63,38.73,602.11,4151.55,49.26,22340.14,179.73,1239.24,85.04,838.73,3174.94,86.44,4.83,33.30,0,0,0.05
1727.68,526.57,38.53,11.74,24.15,10952.38,122.96,50.53,119.77,48.76,244.02,38.80,599.83,4135.83,50.55,22925.17,178.67,1231.93,85.04,837.5,3170.28,86.09,5.21,35.92,0,0,0.05
1728.69,526.88,39.17,11.94,25.77,11687.07,122.96,50.53,119.81,48.78,244.06,38.80,600.21,4138.45,48.93,22190.48,180.19,1242.41,79.82,836.07,3164.87,86.97,5.21,35.92,0,0.01,0.06
1729.71,527.19,34.21,10.43,24.4,11065.76,122.96,50.53,119.85,48.81,244.21,38.83,605.16,4172.58,50.3,22811.79,178.89,1233.45,84.22,836.69,3167.21,86.35,4.83,33.30,0,0.02,0.05
1730.73,527.50,30.75,9.37,24.44,11083.90,123,50.56,119.85,48.81,244.08,38.81,601.73,4148.93,50.26,22793.65,180.5,1244.55,80.89,833.21,3154.04,86.26,5.21,35.92,0,0,0.04
1731.74,527.81,27.17,8.28,25.06,11365.08,123.07,50.59,119.92,48.84,244.25,38.83,598.68,4127.90,49.64,22512.47,179.12,1235.03,83.06,833.21,3154.04,86.4,5.21,35.92,0,0.01,0.05
1732.76,528.12,34.87,10.63,24.52,11120.18,123.07,50.59,119.88,48.82,244.81,38.92,603.26,4159.48,50.18,22757.37,180.76,1246.34,84.25,831.57,3147.83,86.18,5.21,35.92,0,0.01,0.05
1733.8,528.44,28.04,8.55,26.06,11818.59,123.11,50.62,119.92,48.84,244.77,38.92,608.98,4198.92,48.64,22058.96,174.36,1202.21,82.51,845.49,3200.53,89.29,5.21,35.92,0,0.02,0.05
1734.81,528.74,28.36,8.64,22.49,10199.55,123.19,50.66,119.96,48.87,244.84,38.93,604.4,4167.34,52.21,23678.00,180.04,1241.38,87.33,835.46,3162.56,84.73,5.21,35.92,0,0.01,0.05
1735.84,529.06,32.42,9.88,23.82,10802.72,123.34,50.74,119.12,48.40,245.04,38.96,629.18,4338.20,50.88,23074.83,184.96,1275.30,75.7,833.54,3155.29,89.8,4.83,33.30,0,0,0.07
1736.88,529.38,30.31,9.24,25.35,11496.60,123.26,50.70,119.31,48.51,244.98,38.95,630.33,4346.13,49.35,22380.95,188.31,1298.40,82.14,835.17,3161.46,88.79,4.83,33.30,0,0.02,0.07
1737.89,529.68,60.03,18.30,24.23,10988.66,123,50.56,119.39,48.55,244.99,38.95,625.75,4314.55,50.47,22888.89,188.65,1300.74,80.37,833.13,3153.74,88.97,4.83,33.30,0.01,0.01,0.06
1738.91,529.99,39.78,12.12,22.99,10426.30,122.92,50.51,119.5,48.61,244.93,38.94,628.04,4330.34,51.71,23451.25,184.19,1269.99,85.65,833.33,3154.50,88.48,4.83,33.30,0,0,0.06
1739.93,530.30,39.34,11.99,24.31,11024.94,122.77,50.43,119.54,48.63,245.19,38.98,627.66,4327.72,50.39,22852.61,188.62,1300.53,78.54,833.94,3156.80,88.75,4.83,33.30,0,0,0.06
1740.94,530.61,31.01,9.45,25.19,11424.04,122.42,50.23,119.62,48.68,245.18,38.98,627.28,4325.10,49.51,22453.51,182.52,1258.48,85.77,832.92,3152.94,89.27,4.45,30.68,0,0,0.06
1741.96,530.92,35.18,10.72,22.65,10272.11,122.16,50.09,119.66,48.70,244.98,38.95,626.89,4322.41,52.05,23605.44,183.16,1262.89,80.13,832.31,3150.63,89.14,4.83,33.30,0.01,0.01,0.06
1742.98,531.23,44.63,13.60,23.11,10480.73,122.08,50.04,119.62,48.68,245.23,38.99,629.94,4343.44,51.59,23396.83,185.03,1275.78,75.86,834.97,3160.70,87.78,4.45,30.68,0.01,0,0.07
1743.99,531.54,42.06,12.82,23.4,10612.24,122.04,50.02,119.58,48.66,245.49,39.03,629.18,4338.20,51.3,23265.31,187.85,1295.23,72.65,832.51,3151.39,87.25,4.45,30.68,0,0,0.06
1745.01,531.85,69.09,21.06,22.45,10181.41,122.19,50.11,119.54,48.63,245.66,39.06,625.75,4314.55,52.25,23696.15,185.11,1276.33,81.04,831.28,3146.74,88.92,4.45,30.68,0,0,0.07
1746.05,532.17,74.64,22.75,22.99,10426.30,122.27,50.15,119.5,48.61,245.68,39.06,624.61,4306.69,51.71,23451.25,191.74,1322.05,78.63,831.28,3146.74,88.79,4.45,30.68,0.01,0.01,0.05
1747.06,532.48,67.81,20.67,23.36,10594.10,122.31,50.17,119.43,48.57,245.9,39.09,624.99,4309.31,51.34,23283.45,180.19,1242.41,80.28,830.67,3144.43,89.49,4.45,30.68,0,-0.01,0.07
1748.08,532.79,57.19,17.43,23.61,10707.48,122.39,50.22,119.43,48.57,246.06,39.12,626.51,4319.79,51.09,23170.07,164.67,1135.40,97.7,831.08,3145.98,88.83,4.45,30.68,0,0,0.06
1749.12,533.11,62.17,18.95,22.86,10367.35,122.42,50.23,119.47,48.59,245.52,39.03,625.37,4311.93,51.84,23510.20,145.88,1005.84,90.26,830.87,3145.18,90.46,4.07,28.06,0,0,0.06
1750.13,533.41,53.05,16.17,22.61,10253.97,122.5,50.28,119.47,48.59,245.54,39.04,628.42,4332.96,52.09,23623.58,149,1027.36,87.21,832.1,3149.84,90.42,3.69,25.44,0,0,0.07
1751.15,533.72,33.56,10.23,22.49,10199.55,122.54,50.30,119.5,48.61,245.52,39.03,626.89,4322.41,52.21,23678.00,145.57,1003.71,87.05,830.67,3144.43,89.98,3.69,25.44,0,0.01,0.07
1752.17,534.04,25.77,7.85,23.23,10535.15,122.65,50.36,119.5,48.61,245.44,39.02,627.66,4327.72,51.47,23342.40,146.37,1009.22,84.79,830.67,3144.43,90.06,3.69,25.44,0,0,0.07
1753.18,534.34,65.36,19.92,23.32,10575.96,122.65,50.36,119.5,48.61,245.51,39.03,627.28,4325.10,51.38,23301.59,148.81,1026.04,84.95,830.88,3145.22,89.8,4.07,28.06,0,0.01,0.07
1754.2,534.65,65.4,19.93,21.74,9859.41,122.69,50.38,119.54,48.63,245.53,39.04,626.89,4322.41,52.96,24018.14,168.3,1160.43,65.36,829.85,3141.32,89.1,4.07,28.06,0,0.01,0.07
1755.22,534.96,57.2,17.43,23.77,10780.05,122.84,50.47,119.54,48.63,245.57,39.04,624.23,4304.07,50.93,23097.51,148.01,1020.53,88.09,828.62,3136.67,89.67,4.07,28.06,0,0.01,0.07
1756.23,535.27,64.24,19.58,24.27,11006.80,122.8,50.44,119.58,48.66,245.51,39.03,625.37,4311.93,50.43,22870.75,146.03,1006.88,87.94,829.03,3138.22,90.55,4.07,28.06,0,0,0.07
1757.25,535.58,33.25,10.13,23.86,10820.86,122.8,50.44,119.62,48.68,245.11,38.97,625.37,4311.93,50.84,23056.69,159.41,1099.13,74.12,828.21,3135.11,89.54,4.07,28.06,0,0.01,0.07
1758.27,535.89,35.51,10.82,21.82,9895.69,123,50.56,119.66,48.70,245.4,39.02,623.08,4296.14,52.88,23981.86,160.86,1109.13,73.87,827.19,3131.25,90.68,4.07,28.06,0,0.01,0.08
1759.28,536.20,60.91,18.56,24.48,11102.04,122.92,50.51,119.69,48.72,245.51,39.03,623.46,4298.76,50.22,22775.51,166.16,1145.67,74.57,827.19,3131.25,87.78,3.69,25.44,0.01,0.01,0.08
1760.3,536.51,41.12,12.53,23.36,10594.10,122.92,50.51,119.77,48.76,245.52,39.03,621.56,4285.66,51.34,23283.45,154.04,1062.11,77.32,825.96,3126.60,88.83,3.69,25.44,0,0.01,0.07
1761.32,536.82,41.43,12.63,23.86,10820.86,122.92,50.51,119.81,48.78,245.23,38.99,625.75,4314.55,50.84,23056.69,145.27,1001.64,87.54,828.01,3134.36,87.47,3.69,25.44,0.01,0,0.07
1762.35,537.14,49.71,15.15,22.57,10235.83,122.88,50.49,119.85,48.81,245.34,39.01,623.84,4301.38,52.13,23641.72,148.59,1024.53,78.6,826.17,3127.39,88.44,3.31,22.82,0,0,0.08
1763.37,537.45,47.26,14.40,22.9,10385.49,122.88,50.49,119.88,48.82,245.2,38.98,623.08,4296.14,51.8,23492.06,143.21,987.43,88.76,825.96,3126.60,89.01,3.31,22.82,0,0.01,0.09
1764.39,537.76,34.73,10.59,23.9,10839.00,122.92,50.51,119.92,48.84,245.11,38.97,625.37,4311.93,50.8,23038.55,166.05,1144.91,66.76,826.17,3127.39,89.27,3.69,25.44,0,0,0.09
1765.4,538.07,41.58,12.67,23.94,10857.14,122.88,50.49,119.96,48.87,245.09,38.97,624.61,4306.69,50.76,23020.41,148.09,1021.08,89.37,825.55,3125.05,89.71,3.31,22.82,0,0,0.07
1766.42,538.38,36.95,11.26,24.94,11310.66,122.96,50.53,120,48.89,245.01,38.95,618.51,4264.63,49.76,22566.89,147.86,1019.49,92.45,823.3,3116.53,89.98,3.31,22.82,0.01,0.01,0.08
1767.43,538.69,38.91,11.86,23.48,10648.53,122.84,50.47,119.31,48.51,244.08,38.81,627.66,4327.72,51.22,23229.02,116.48,803.13,102.09,838.13,3172.67,88.92,2.92,20.13,0,0.02,0.08
1768.45,539.00,42.06,12.82,23.36,10594.10,122.88,50.49,119.35,48.53,244.12,38.81,627.66,4327.72,51.34,23283.45,112.06,772.65,102.95,838.74,3174.97,89.84,2.54,17.51,0,0,0.08
1769.48,539.31,46.05,14.04,22.99,10426.30,122.92,50.51,119.43,48.57,244.18,38.82,624.61,4306.69,51.71,23451.25,116.41,802.65,90.59,836.08,3164.91,90.72,2.54,17.51,0,-0.01,0.09
1770.5,539.62,47.54,14.49,24.52,11120.18,123,50.56,119.5,48.61,244.08,38.81,623.08,4296.14,50.18,22757.37,123.08,848.64,95.72,835.47,3162.60,90.28,2.92,20.13,0,-0.01,0.09
1771.52,539.93,39.36,12.00,23.11,10480.73,123.07,50.59,119.62,48.68,244.05,38.80,619.27,4269.87,51.59,23396.83,173.44,1195.87,50.01,828.11,3134.74,89.1,3.31,22.82,0.01,0,0.08
1772.53,540.24,32.4,9.88,23.73,10761.90,123.22,50.68,119.73,48.74,244.07,38.80,617.36,4256.70,50.97,23115.65,169.4,1168.01,77.81,828.72,3137.04,89.49,3.31,22.82,0,0.01,0.09
1773.57,540.56,27.21,8.29,25.23,11442.18,123.07,50.59,119.88,48.82,244.12,38.81,617.36,4256.70,49.47,22435.37,153.05,1055.28,97.43,827.29,3131.63,89.27,2.92,20.13,0.01,0.01,0.09
1774.59,540.87,42.57,12.97,24.11,10934.24,122.96,50.53,119.92,48.84,244.28,38.84,621.18,4283.04,50.59,22943.31,149.46,1030.53,89.4,830.77,3144.81,89.27,3.31,22.82,0,0.01,0.08
1775.6,541.18,37.74,11.50,23.03,10444.44,122.8,50.44,120,48.89,244.21,38.83,618.89,4267.25,51.67,23433.11,147.56,1017.43,93.52,831.17,3146.32,89.32,2.92,20.13,0,0.01,0.09
1776.62,541.49,30.25,9.22,23.57,10689.34,122.54,50.30,120,48.89,244.45,38.86,617.74,4259.32,51.13,23188.21,155.41,1071.55,84.73,828.52,3136.29,87.82,3.31,22.82,0,0,0.09
1777.64,541.80,26.72,8.14,23.23,10535.15,122.54,50.30,120,48.89,244.43,38.86,614.69,4238.29,51.47,23342.40,157.43,1085.48,87.24,827.49,3132.39,88.09,2.54,17.51,0,0,0.08
1778.69,542.12,24.19,7.37,24.65,11179.14,122.58,50.32,119.96,48.87,244.83,38.92,620.79,4280.35,50.05,22698.41,171.99,1185.87,89.16,832.81,3152.53,87.82,3.31,22.82,0,-0.01,0.1
