Depth(ft),Depth(m),ROP(1 ft),ROP(1 m),weight on bit (k-lbs),weight on bit (kg),Temp Out( degF),Temp Out( degC),Temp In(degF),Temp In(degC),Pit Total (bbls),Pit Total (m3),Pump Press (psi),Pump Press (KPa),Hookload (k-lbs),Hookload (kg),Surface Torque (psi),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow In(liters/min),Flow Out %,WH Pressure (psi),WH Pressure (KPa),H2S Floor,H2S Cellar,H2S Pits
3458.18,1054.00,26.93,8.21,20.36,9233.56,140.9,60.50,134.14,56.74,211.05,33.55,1699.13,11715.50,80.04,36299.32,185.53,1279.23,51.91,714.44,2704.45,86.99,5.97,41.16,0,-0.02,0.17
3459.18,1054.31,20.98,6.39,20.11,9120.18,140.82,60.46,134.07,56.71,211.04,33.55,1697.63,11705.16,80.29,36412.70,165.86,1143.60,45.38,712.5,2697.10,86.49,5.59,38.54,0,-0.01,0.18
3460.19,1054.61,16.87,5.14,20.45,9274.38,140.71,60.39,134.11,56.73,211.07,33.56,1692.36,11668.82,79.95,36258.50,169.63,1169.60,48.76,713.36,2700.36,87.44,5.59,38.54,0,-0.02,0.17
3461.19,1054.92,15.69,4.78,20.65,9365.08,140.63,60.35,133.99,56.66,211.48,33.62,1684.83,11616.90,79.75,36167.80,170.74,1177.25,51.78,715.73,2709.33,80.79,5.97,41.16,0,-0.01,0.17
3462.19,1055.22,11.14,3.40,21.57,9782.31,140.44,60.24,133.99,56.66,212.55,33.79,1677.3,11564.98,78.83,35750.57,161.74,1115.20,62.07,715.09,2706.91,91.04,5.97,41.16,0,-0.02,0.16
3463.19,1055.53,13.32,4.06,21.94,9950.11,140.36,60.20,133.99,56.66,212.88,33.85,1679.56,11580.57,78.46,35582.77,155.52,1072.31,47.97,712.93,2698.73,81.59,6.36,43.85,0,-0.03,0.16
3464.2,1055.84,12.76,3.89,21.69,9836.73,140.29,60.16,133.95,56.64,213.09,33.88,1686.34,11627.31,78.71,35696.15,168.94,1164.84,51.63,713.79,2701.99,82.74,6.36,43.85,0,-0.02,0.15
3465.2,1056.14,15.3,4.66,19.41,8802.72,140.17,60.09,133.88,56.60,213.13,33.88,1685.58,11622.07,80.99,36730.16,169.55,1169.05,52.82,712.28,2696.27,83.39,6.36,43.85,0.01,-0.02,0.14
3466.2,1056.45,19.72,6.01,20.45,9274.38,140.1,60.06,133.84,56.58,213.65,33.97,1689.35,11648.07,79.95,36258.50,176.04,1213.80,47.88,713.36,2700.36,84.34,6.36,43.85,0,-0.01,0.15
3467.21,1056.75,16.11,4.91,21.44,9723.36,140.02,60.01,133.72,56.51,214.98,34.18,1663.75,11471.56,78.96,35809.52,168.14,1159.33,48.12,717.03,2714.25,82.99,6.36,43.85,0,-0.01,0.14
3468.21,1057.06,12.89,3.93,19.95,9047.62,140.94,60.52,133.34,56.30,215.8,34.31,1633.64,11263.95,80.45,36485.26,167.91,1157.74,55.08,723.71,2739.54,84.24,6.74,46.47,0,-0.01,0.13
3469.21,1057.36,14.32,4.36,20.7,9387.76,140.87,60.48,133.08,56.16,216.72,34.46,1627.62,11222.44,79.7,36145.12,175.54,1210.35,50.81,728.45,2757.48,82.99,6.36,43.85,0,-0.02,0.12
3470.21,1057.67,12.07,3.68,21.57,9782.31,140.75,60.42,132.89,56.05,218.69,34.77,1614.07,11129.01,78.83,35750.57,164.83,1136.50,47.39,728.88,2759.11,85.34,6.36,43.85,0,-0.03,0.11
3471.22,1057.98,12.85,3.92,20.65,9365.08,140.71,60.39,132.92,56.07,219.45,34.89,1644.93,11341.79,79.75,36167.80,156.71,1080.52,50.23,722.85,2736.28,84.54,6.74,46.47,0,0,0.11
3472.22,1058.28,11.5,3.51,23.44,10630.39,140.6,60.33,132.89,56.05,220.48,35.05,1657.73,11430.05,76.96,34902.49,169.59,1169.32,52.82,723.71,2739.54,84.79,6.74,46.47,0,-0.01,0.1
3473.22,1058.59,11,3.35,20.94,9496.60,140.52,60.29,133,56.11,222.16,35.32,1662.25,11461.21,79.46,36036.28,159.64,1100.72,55.32,722.63,2735.45,85.89,7.12,49.09,0,-0.01,0.11
3474.22,1058.89,11.79,3.59,22.27,10099.77,140.45,60.25,133.27,56.26,223.7,35.57,1660.74,11450.80,78.13,35433.11,160.94,1109.68,49.92,723.06,2737.08,84.74,6.74,46.47,0,-0.01,0.12
3475.23,1059.20,15.11,4.61,21.69,9836.73,140.37,60.21,133.34,56.30,225.26,35.81,1654.72,11409.29,78.71,35696.15,151.86,1047.07,52.27,724.57,2742.79,85.29,6.74,46.47,0,-0.01,0.11
3476.23,1059.50,15.97,4.87,22.65,10272.11,140.29,60.16,133.23,56.24,226.42,36.00,1655.47,11414.47,77.75,35260.77,158.54,1093.13,50.72,724.79,2743.63,83.79,6.74,46.47,0,0,0.11
3477.23,1059.81,15.56,4.74,21.98,9968.25,140.22,60.12,133.27,56.26,227.86,36.23,1659.24,11440.46,78.42,35564.63,175.43,1209.59,60.94,723.92,2740.33,83.24,7.12,49.09,0.02,-0.01,0.11
3478.24,1060.12,12.45,3.79,22.02,9986.39,140.14,60.08,133.46,56.37,229.17,36.44,1653.21,11398.88,78.38,35546.49,159.98,1103.06,53.03,725.65,2746.88,84.39,7.12,49.09,0.01,-0.02,0.11
3479.24,1060.42,11.61,3.54,20.78,9424.04,140.07,60.04,133.53,56.41,230.78,36.69,1597.51,11014.83,79.62,36108.84,166.5,1148.02,52.82,736.21,2786.86,85.14,7.12,49.09,0,-0.01,0.12
3480.24,1060.73,13.52,4.12,22.19,10063.49,140.03,60.02,133.65,56.47,232.8,37.01,1618.59,11160.18,78.21,35469.39,165.82,1143.33,55.2,732.54,2772.96,84.34,7.12,49.09,0,-0.01,0.11
3481.26,1061.04,10.37,3.16,22.61,10253.97,140.68,60.38,133.46,56.37,224.8,35.74,1609.56,11097.92,77.79,35278.91,157.28,1084.45,41.26,720.69,2728.11,83.39,7.12,49.09,0,0,0.12
3482.26,1061.34,11.91,3.63,24.52,11120.18,140.68,60.38,133.42,56.34,226.64,36.03,1609.56,11097.92,75.88,34412.70,160.71,1108.10,52.15,718.1,2718.30,83.74,7.12,49.09,0,-0.01,0.1
3483.26,1061.65,11.01,3.36,21.11,9573.70,140.65,60.36,133.34,56.30,228.13,36.27,1599.02,11025.24,79.29,35959.18,165.63,1142.02,63.41,716.59,2712.59,83.64,7.12,49.09,0,0,0.1
3484.27,1061.95,10.97,3.34,21.03,9537.41,140.65,60.36,133.65,56.47,228.33,36.30,1607.3,11082.33,79.37,35995.46,150.72,1039.21,66.09,717.67,2716.68,82.54,7.12,49.09,0,-0.01,0.1
3485.27,1062.26,11.01,3.36,22.4,10158.73,140.61,60.34,133.84,56.58,228.34,36.30,1597.51,11014.83,78,35374.15,164.98,1137.54,56.82,713.58,2701.19,82.49,7.12,49.09,0,-0.02,0.1
3486.27,1062.56,11.6,3.54,22.61,10253.97,140.61,60.34,133.84,56.58,228.77,36.37,1611.06,11108.26,77.79,35278.91,160.29,1105.20,61.27,717.03,2714.25,82.69,7.5,51.71,0,0,0.09
3487.27,1062.87,11.39,3.47,22.4,10158.73,140.61,60.34,133.88,56.60,228.3,36.30,1614.83,11134.25,78,35374.15,164.67,1135.40,58.37,715.95,2710.16,81.39,7.88,54.33,0.01,0,0.09
3488.28,1063.18,12.2,3.72,23.23,10535.15,140.65,60.36,133.69,56.49,228.28,36.29,1610.31,11103.09,77.17,34997.73,176.76,1218.76,58.37,715.3,2707.70,81.59,7.88,54.33,0,-0.02,0.09
3489.28,1063.48,13.18,4.02,21.9,9931.97,140.61,60.34,133.57,56.43,227.78,36.21,1630.63,11243.19,78.5,35600.91,163.91,1130.16,58.37,717.67,2716.68,81.24,7.88,54.33,0,0.01,0.08
3490.28,1063.79,16.28,4.96,25.68,11646.26,140.61,60.34,133.5,56.39,227.87,36.23,1625.36,11206.86,74.72,33886.62,158.12,1090.24,58.83,718.53,2719.93,80.29,8.26,56.95,0,0,0.07
3491.29,1064.09,14.56,4.44,26.63,12077.10,140.57,60.32,133.5,56.39,227.68,36.20,1641.92,11321.04,73.77,33455.78,160.02,1103.34,46.35,0,0.00,82.29,7.88,54.33,0,0,0.08
3492.29,1064.40,17.42,5.31,26.72,12117.91,140.57,60.32,133.5,56.39,227.45,36.16,1632.14,11253.61,73.68,33414.97,164.79,1136.23,47.48,686.85,2600.01,82.14,8.26,56.95,0,-0.01,0.07
3493.29,1064.70,13.6,4.15,27.26,12362.81,140.57,60.32,133.5,56.39,227.16,36.12,1634.4,11269.19,73.14,33170.07,128.61,886.77,44.71,717.46,2715.88,81.99,7.88,54.33,0,-0.01,0.08
3494.29,1065.01,15.11,4.61,27.67,12548.75,140.49,60.27,133.53,56.41,227,36.09,1648.7,11367.79,72.73,32984.13,125.6,866.01,50.11,719.18,2722.39,87.44,8.26,56.95,0,-0.01,0.07
3495.3,1065.32,17.1,5.21,27.38,12417.23,140.49,60.27,133.53,56.41,227.01,36.09,1649.45,11372.96,73.02,33115.65,125.48,865.18,46.99,718.53,2719.93,87.59,7.5,51.71,0,-0.02,0.07
3496.3,1065.62,15.1,4.60,27.88,12643.99,140.46,60.26,133.57,56.43,227.41,36.16,1644.18,11336.62,72.52,32888.89,135.28,932.76,46.35,715.95,2710.16,89.69,8.26,56.95,0,-0.02,0.05
3497.3,1065.93,16.78,5.11,28.17,12775.51,140.42,60.23,133.57,56.43,227.35,36.15,1647.19,11357.38,72.23,32757.37,132.04,910.42,46.26,715.73,2709.33,90.24,8.26,56.95,0,0,0.05
3498.3,1066.23,17.86,5.44,28.79,13056.69,140.38,60.21,133.53,56.41,227.41,36.16,1656.23,11419.71,71.61,32476.19,128.19,883.87,51.6,717.24,2715.05,82.09,8.26,56.95,0,0,0.06
3499.3,1066.53,16.4,5.00,28.21,12793.65,140.3,60.17,133.57,56.43,227.47,36.16,1662.25,11461.21,72.19,32739.23,135.24,932.48,42.75,719.18,2722.39,88.04,7.88,54.33,0.01,-0.01,0.05
3500.31,1066.84,19.95,6.08,26.84,12172.34,140.27,60.15,133.69,56.49,227.3,36.14,1658.48,11435.22,73.56,33360.54,126.78,874.15,38.91,719.4,2723.22,87.14,8.26,56.95,0,0.01,0.06
3501.31,1067.15,16.56,5.05,27.34,12399.09,140.23,60.13,133.84,56.58,227.33,36.14,1659.99,11445.63,73.06,33133.79,123,848.09,43.58,719.4,2723.22,87.39,8.64,59.57,-0.01,-0.01,0.05
3502.31,1067.45,20.99,6.40,27.22,12344.67,140.19,60.11,133.99,56.66,227.34,36.14,1680.31,11585.74,73.18,33188.21,132.12,910.97,35.77,718.1,2718.30,89.59,8.26,56.95,0,0,0.04
3503.32,1067.76,37.19,11.33,27.17,12322.00,140.11,60.06,134.11,56.73,226.98,36.09,1691.6,11663.58,73.23,33210.88,125.52,865.46,37.96,717.46,2715.88,89.29,8.64,59.57,0,0,0.06
3504.32,1068.06,19.5,5.94,27.55,12494.33,140.11,60.06,134.3,56.83,226.88,36.07,1672.79,11533.89,72.85,33038.55,123.38,850.71,44.4,722.63,2735.45,94.05,8.26,56.95,0,0,0.05
3505.32,1068.37,14.61,4.45,27.59,12512.47,140,60.00,134.52,56.96,227.03,36.09,1667.52,11497.55,72.81,33020.41,130.17,897.52,47.97,721.12,2729.73,91.9,8.64,59.57,0,0,0.05
3506.32,1068.67,14.27,4.35,27.96,12680.27,140.92,60.51,134.72,57.07,226.57,36.02,1669.78,11513.13,72.44,32852.61,135.39,933.51,42.84,721.55,2731.36,92.6,8.64,59.57,0,-0.01,0.04
3507.33,1068.98,14.78,4.50,27.76,12589.57,140.85,60.47,134.91,57.17,226.44,36.00,1664.51,11476.80,72.64,32943.31,131.92,909.59,51.02,720.91,2728.94,90.59,8.64,59.57,0,0,0.05
3508.33,1069.29,16.86,5.14,27.46,12453.51,140.81,60.45,134.94,57.19,226.49,36.01,1666.76,11492.31,72.94,33079.37,127.39,878.35,48.79,721.77,2732.20,92.15,8.64,59.57,0,0,0.05
3509.33,1069.59,15.29,4.66,27.96,12680.27,140.9,60.50,134.94,57.19,226.45,36.00,1666.01,11487.14,72.44,32852.61,140.16,966.40,38.91,720.91,2728.94,88.64,8.26,56.95,0,0,0.05
3510.35,1069.90,17.41,5.31,29.71,13473.92,140.32,60.18,134.14,56.74,226.28,35.98,1522.99,10501.02,70.69,32058.96,138.22,953.03,42.48,712.96,2698.85,85.29,7.88,54.33,0,0,0.07
3511.35,1070.21,19.54,5.96,28.38,12870.75,140.32,60.18,134.3,56.83,226.5,36.01,1481.59,10215.56,72.02,32662.13,135.2,932.20,43,709.08,2684.16,85.39,8.26,56.95,0,0,0.06
3512.35,1070.51,15.61,4.76,28,12698.41,140.12,60.07,134.41,56.89,226.52,36.01,1457.5,10049.46,72.4,32834.47,141.42,975.09,44,710.59,2689.87,86.29,8.26,56.95,0,-0.01,0.06
3513.35,1070.82,16.2,4.94,29.67,13455.78,140.42,60.23,134.52,56.96,226.62,36.03,1489.12,10267.48,70.73,32077.10,145.04,1000.05,41.14,710.59,2689.87,86.34,7.88,54.33,0,0,0.06
3514.35,1071.12,24.51,7.47,25.6,11609.98,140,60.00,134.22,56.79,226.02,35.93,1785.7,12312.40,74.8,33922.90,137.57,948.55,38.39,719.61,2724.02,92.25,8.26,56.95,0,-0.01,0.04
3515.35,1071.43,24.88,7.58,26.68,12099.77,140.23,60.13,134.26,56.81,226.54,36.02,1801.5,12421.34,73.72,33433.11,142.87,985.09,44.58,720.47,2727.27,91.8,8.26,56.95,0,0,0.06
3516.36,1071.73,15.89,4.84,27.92,12662.13,140.49,60.27,134.37,56.87,226.43,36.00,1799.25,12405.83,72.48,32870.75,139.51,961.92,57.76,721.12,2729.73,92.45,8.64,59.57,0,-0.01,0.05
3517.36,1072.04,14.92,4.55,27.71,12566.89,140.57,60.32,134.45,56.92,226.66,36.04,1790.21,12343.50,72.69,32965.99,130.29,898.35,49.86,720.26,2726.48,90.29,8.26,56.95,0,0,0.05
3518.36,1072.34,16.18,4.93,27.17,12322.00,140.69,60.38,134.56,56.98,226.41,36.00,1762.36,12151.47,73.23,33210.88,142.45,982.19,53.19,725,2744.42,92.55,8.26,56.95,0,-0.01,0.05
3519.36,1072.65,14.68,4.47,27.38,12417.23,140.76,60.42,134.64,57.02,226.38,35.99,1754.08,12094.38,73.02,33115.65,155.71,1073.62,54.9,723.28,2737.91,91.54,8.64,59.57,0,0,0.05
3520.37,1072.96,18.33,5.59,27.51,12476.19,140.84,60.47,134.72,57.07,226.3,35.98,1756.34,12109.96,72.89,33056.69,148.78,1025.84,56.79,720.47,2727.27,89.99,8.64,59.57,0,0,0.06
3521.39,1073.27,19.36,5.90,28.67,13002.27,140.8,60.44,134.72,57.07,226.32,35.98,1749.57,12063.29,71.73,32530.61,145.84,1005.57,56.85,722.63,2735.45,91.39,8.26,56.95,0,0,0.05
3522.39,1073.57,18.63,5.68,28.5,12925.17,140.84,60.47,134.75,57.08,226.18,35.96,1748.81,12058.04,71.9,32607.71,142.83,984.81,56.18,721.77,2732.20,91.95,8.26,56.95,0,0.01,0.05
3523.39,1073.88,18.46,5.63,27.67,12548.75,140.99,60.55,134.83,57.13,226.21,35.96,1750.32,12068.46,72.73,32984.13,124.99,861.81,56.48,723.71,2739.54,91.24,8.26,56.95,0,-0.02,0.05
3524.4,1074.18,20.86,6.36,28.3,12834.47,141.03,60.57,134.91,57.17,226.16,35.96,1747.31,12047.70,72.1,32698.41,132.65,914.62,61.76,723.28,2737.91,92.5,8.26,56.95,-0.01,-0.02,0.06
3525.4,1074.49,19.83,6.04,27.63,12530.61,141.1,60.61,134.98,57.21,226.2,35.96,1752.58,12084.04,72.77,33002.27,153.27,1056.80,54.93,722.2,2733.82,90.99,9.03,62.26,0,-0.02,0.06
3526.4,1074.79,29.99,9.14,27.05,12267.57,141.14,60.63,135.06,57.26,226,35.93,1761.61,12146.30,73.35,33265.31,133.87,923.03,52.76,719.61,2724.02,92.25,8.64,59.57,0,-0.01,0.04
3527.4,1075.10,31.91,9.73,27.88,12643.99,141.22,60.68,135.1,57.28,226.08,35.94,1757.85,12120.38,72.52,32888.89,137.53,948.27,58.95,722.41,2734.62,84.99,8.64,59.57,-0.01,-0.01,0.05
3528.4,1075.40,23.29,7.10,27.71,12566.89,141.26,60.70,135.17,57.32,226.11,35.95,1715.69,11829.68,72.69,32965.99,146.83,1012.39,52.82,726.94,2751.77,89.04,8.64,59.57,0,0,0.05
3529.41,1075.71,22.99,7.01,27.92,12662.13,141.37,60.76,135.25,57.36,226.13,35.95,1752.58,12084.04,72.48,32870.75,140.05,965.64,43.52,722.41,2734.62,91.95,8.64,59.57,0,0,0.05
3530.41,1076.02,23.9,7.28,27.92,12662.13,141.41,60.78,135.36,57.42,225.85,35.91,1754.08,12094.38,72.48,32870.75,130.55,900.14,47.42,722.63,2735.45,83.24,8.64,59.57,0,0,0.05
3531.41,1076.32,21.74,6.63,27.76,12589.57,141.49,60.83,135.44,57.47,226.04,35.94,1757.09,12115.14,72.64,32943.31,139.55,962.20,47.7,723.06,2737.08,90.49,9.03,62.26,0,-0.01,0.05
3532.41,1076.63,22,6.71,28.46,12907.03,141.56,60.87,135.52,57.51,225.74,35.89,1749.57,12063.29,71.94,32625.85,139.97,965.09,53.28,723.28,2737.91,89.44,8.64,59.57,0,-0.01,0.05
3533.42,1076.93,20.99,6.40,27.8,12607.71,141.64,60.91,135.63,57.57,225.72,35.89,1754.83,12099.55,72.6,32925.17,133.26,918.83,49.95,723.49,2738.71,89.19,9.03,62.26,0,-0.01,0.03
3534.42,1077.24,25.22,7.69,27.42,12435.37,141.68,60.93,135.78,57.66,225.75,35.89,1764.62,12167.05,72.98,33097.51,140.73,970.33,42.33,720.26,2726.48,93.65,9.03,62.26,-0.01,0.01,0.03
3535.42,1077.54,23.14,7.05,28.09,12739.23,141.75,60.97,135.86,57.70,225.31,35.82,1744.3,12026.95,72.31,32793.65,130.86,902.28,47.18,723.28,2737.91,84.29,9.03,62.26,0,0,0.03
3536.42,1077.85,19.6,5.97,27.59,12512.47,141.83,61.02,135.59,57.55,225.68,35.88,1739.78,11995.78,72.81,33020.41,122.74,846.29,45.77,724.79,2743.63,91.14,8.64,59.57,0,-0.01,0.04
3537.43,1078.16,15.52,4.73,28.59,12965.99,141.91,61.06,135.82,57.68,225.4,35.84,1743.54,12021.71,71.81,32566.89,142.45,982.19,44.16,724.79,2743.63,91.09,9.03,62.26,0,0,0.04
3538.43,1078.46,14.1,4.30,28.34,12852.61,141.98,61.10,135.97,57.76,225.14,35.79,1745.05,12032.12,72.06,32680.27,148.47,1023.70,45.44,724.14,2741.17,83.84,9.41,64.88,0,0.01,0.03
3544,1080.16,14.1,4.30,27.01,12249.43,142.06,61.14,136.09,57.83,225.07,35.78,1750.32,12068.46,73.39,33283.45,142.64,983.50,42.2,724.35,2741.96,84.99,9.41,64.88,0.01,-0.01,0.04
3545,1080.46,23.24,7.08,27.63,12530.61,141.07,60.59,134.83,57.13,223.83,35.59,1773.65,12229.32,72.77,33002.27,133.14,918.00,44.8,725.65,2746.88,90.64,9.03,62.26,0,0,0.03
3546,1080.77,13.93,4.25,27.76,12589.57,141.45,60.81,135.1,57.28,224.08,35.63,1774.41,12234.56,72.64,32943.31,136.58,941.72,52.42,723.06,2737.08,92.9,9.41,64.88,0,0,0.02
3547.02,1081.08,15,4.57,28.34,12852.61,141.83,61.02,135.29,57.38,224.12,35.63,1764.62,12167.05,72.06,32680.27,129.52,893.04,49.92,723.06,2737.08,93.4,9.03,62.26,0,0,0.03
3548.03,1081.39,14.05,4.28,28.38,12870.75,141.94,61.08,135.48,57.49,223.99,35.61,1769.89,12203.39,72.02,32662.13,154.95,1068.38,49.43,721.77,2732.20,91.14,9.41,64.88,0,0,0.03
3549.05,1081.70,12.18,3.71,28.63,12984.13,141.71,60.95,135.67,57.59,224.32,35.66,1749.57,12063.29,71.77,32548.75,138.71,956.41,41.68,723.71,2739.54,92.65,9.41,64.88,-0.01,0,0.03
3550.07,1082.01,13.78,4.20,28.83,13074.83,141.79,60.99,135.78,57.66,224.24,35.65,1755.59,12104.79,71.57,32458.05,140.05,965.64,50.2,722.41,2734.62,89.09,9.41,64.88,0,0,0.03
3551.07,1082.31,12.57,3.83,28.17,12775.51,141.87,61.04,135.86,57.70,224.23,35.65,1748.06,12052.87,72.23,32757.37,125.14,862.84,53.77,724.35,2741.96,89.54,9.03,62.26,-0.02,-0.01,0.02
3552.08,1082.62,11.64,3.55,27.88,12643.99,141.91,61.06,135.97,57.76,224.11,35.63,1750.32,12068.46,72.52,32888.89,115.53,796.58,47.08,724.57,2742.79,87.99,9.03,62.26,0,-0.01,0.03
3553.08,1082.93,14.55,4.43,27.51,12476.19,141.98,61.10,135.97,57.76,224.09,35.63,1756.34,12109.96,72.89,33056.69,132.99,916.97,37.99,723.28,2737.91,89.74,9.79,67.50,-0.01,-0.01,0.02
3554.08,1083.23,14.42,4.40,28.67,13002.27,142.1,61.17,136.05,57.81,223.82,35.58,1752.58,12084.04,71.73,32530.61,133.03,917.24,49.74,725.43,2746.05,89.84,9.41,64.88,0,-0.01,0.03
3555.08,1083.54,12.36,3.77,28.21,12793.65,142.17,61.21,136.16,57.87,224,35.61,1758.6,12125.55,72.19,32739.23,139.63,962.75,48.88,722.63,2735.45,89.59,9.79,67.50,-0.01,0.01,0.03
3556.1,1083.85,12.06,3.68,29.17,13229.02,142.21,61.23,136.28,57.93,223.65,35.56,1755.59,12104.79,71.23,32303.85,142.45,982.19,50.9,725,2744.42,90.84,9.79,67.50,-0.01,0,0.02
3557.11,1084.15,12.58,3.83,28.38,12870.75,142.29,61.27,136.43,58.02,223.75,35.57,1758.6,12125.55,72.02,32662.13,141.23,973.78,47.94,724.57,2742.79,86.64,9.79,67.50,-0.01,-0.01,0.02
3558.11,1084.46,12.84,3.91,28.46,12907.03,142.59,61.44,136.58,58.10,223.75,35.57,1755.59,12104.79,71.94,32625.85,133.75,922.21,44.03,725.22,2745.26,88.59,9.41,64.88,0,0,0.02
3559.13,1084.77,14.78,4.50,28.25,12811.79,142.55,61.42,136.74,58.19,223.77,35.58,1784.19,12301.99,72.15,32721.09,138.9,957.72,34.48,718.97,2721.60,85.49,9.79,67.50,-0.01,0,0.03
3560.13,1085.07,18.6,5.67,28.3,12834.47,142.59,61.44,136.85,58.25,223.52,35.54,1784.94,12307.16,72.1,32698.41,136.31,939.86,37.63,718.1,2718.30,85.59,9.79,67.50,0,0,0.02
3561.14,1085.38,20.15,6.14,28.5,12925.17,142.63,61.46,136.96,58.31,223.8,35.58,1772.15,12218.97,71.9,32607.71,144.09,993.50,45.35,719.4,2723.22,86.04,9.41,64.88,-0.01,-0.01,0.01
3562.14,1085.69,20.97,6.39,28.63,12984.13,142.71,61.51,136.96,58.31,223.63,35.55,1776.66,12250.07,71.77,32548.75,140.81,970.88,41.96,718.97,2721.60,87.69,9.41,64.88,-0.01,0,0.03
3563.14,1085.99,18.6,5.67,28.25,12811.79,142.78,61.54,137.04,58.36,223.85,35.59,1769.89,12203.39,72.15,32721.09,141.34,974.54,37.6,719.4,2723.22,86.94,9.41,64.88,-0.01,0,0.02
3564.14,1086.30,22.83,6.96,27.42,12435.37,142.82,61.57,137.04,58.36,223.87,35.59,1780.43,12276.06,72.98,33097.51,146.76,1011.91,41.84,717.46,2715.88,86.89,9.41,64.88,0,-0.01,0.02
3565.14,1086.60,35.33,10.77,27.42,12435.37,142.86,61.59,137.04,58.36,223.9,35.60,1802.26,12426.58,72.98,33097.51,153.2,1056.31,34.85,713.58,2701.19,87.24,9.79,67.50,0,0.01,0.02
3566.16,1086.91,37.9,11.55,28.5,12925.17,142.9,61.61,137.04,58.36,223.74,35.57,1791.72,12353.91,71.9,32607.71,138.48,954.82,43.06,714.87,2706.08,87.04,9.79,67.50,-0.01,0,0.01
3567.17,1087.22,28.19,8.59,27.38,12417.23,142.9,61.61,137.04,58.36,223.71,35.57,1787.2,12322.74,73.02,33115.65,135.47,934.07,39.4,715.52,2708.54,87.84,9.41,64.88,-0.01,0.01,0.02
3568.17,1087.53,25.05,7.63,27.63,12530.61,142.97,61.65,137,58.33,223.6,35.55,1785.7,12312.40,72.77,33002.27,150.49,1037.63,41.96,716.16,2710.96,87.54,9.79,67.50,-0.01,0.02,0.03
3569.17,1087.83,18.14,5.53,28.54,12943.31,142.97,61.65,137.08,58.38,223.5,35.53,1763.87,12161.88,71.86,32589.57,147.63,1017.91,47.57,720.26,2726.48,88.59,9.41,64.88,0,0.01,0.02
3570.17,1088.13,16.38,4.99,28.46,12907.03,143.05,61.69,137.16,58.42,223.22,35.49,1766.88,12182.64,71.94,32625.85,137.83,950.34,39.76,720.04,2725.65,88.04,9.79,67.50,-0.01,0.04,0.03
3571.18,1088.44,17.59,5.36,27.76,12589.57,143.09,61.72,137.23,58.46,223.23,35.49,1766.13,12177.47,72.64,32943.31,139.28,960.34,44.55,720.47,2727.27,87.74,9.41,64.88,0,0,0.01
3572.2,1088.75,15.01,4.57,29.67,13455.78,143.2,61.78,136.85,58.25,222.99,35.45,1764.62,12167.05,70.73,32077.10,133.79,922.48,39.55,721.34,2730.57,88.04,9.41,64.88,-0.01,0,0.02
3573.2,1089.06,12.67,3.86,27.92,12662.13,143.24,61.80,137.23,58.46,222.57,35.39,1764.62,12167.05,72.48,32870.75,135.7,935.65,32.47,721.77,2732.20,87.79,9.41,64.88,-0.01,0.01,0.03
3574.2,1089.36,14.16,4.32,27.84,12625.85,143.28,61.82,137.42,58.57,222.09,35.31,1772.15,12218.97,72.56,32907.03,129.94,895.94,28.84,721.12,2729.73,87.99,9.41,64.88,-0.01,0,0.03
3575.2,1089.67,17.43,5.31,28.17,12775.51,143.32,61.84,137.46,58.59,222.03,35.30,1766.88,12182.64,72.23,32757.37,126.97,875.46,33.36,721.34,2730.57,86.59,9.03,62.26,-0.01,0,0.02
3576.21,1089.98,15.56,4.74,28.63,12984.13,143.35,61.86,137.42,58.57,222.09,35.31,1762.36,12151.47,71.77,32548.75,132.27,912.00,33.08,722.2,2733.82,85.84,9.03,62.26,0,-0.01,0.03
3577.21,1090.28,14.37,4.38,28.59,12965.99,143.35,61.86,137.42,58.57,222.21,35.33,1766.88,12182.64,71.81,32566.89,132.76,915.38,35.31,721.34,2730.57,87.09,9.03,62.26,-0.01,0,0.03
3578.23,1090.59,27.1,8.26,27.63,12530.61,142.1,61.17,135.59,57.55,222.85,35.43,1409.33,9717.33,72.77,33002.27,152.51,1051.56,53,728.25,2756.72,77.59,9.03,62.26,0,0,0.02
3579.23,1090.90,27.95,8.52,27.76,12589.57,141.91,61.06,135.63,57.57,223.84,35.59,1405.56,9691.34,72.64,32943.31,163.26,1125.68,44.86,731.27,2768.16,74.18,9.79,67.50,0,0.01,0.03
3580.23,1091.20,15.61,4.76,28.42,12888.89,141.83,61.02,135.63,57.57,223.57,35.54,1344.59,9270.95,71.98,32643.99,158.35,1091.82,51.97,739.66,2799.92,73.93,9.41,64.88,0,0.01,0.03
3581.24,1091.51,13.67,4.17,27.8,12607.71,141.71,60.95,135.59,57.55,223.87,35.59,1324.27,9130.84,72.6,32925.17,153.08,1055.49,56.45,746.13,2824.41,74.98,9.41,64.88,0,0,0.03
3582.24,1091.81,12.21,3.72,28.88,13097.51,141.6,60.89,135.44,57.47,224.02,35.62,1357.39,9359.20,71.52,32435.37,151.71,1046.04,57.52,740.53,2803.21,77.84,9.41,64.88,0,0.01,0.02
3583.24,1092.12,14.73,4.49,28.71,13020.41,141.49,60.83,135.25,57.36,224.9,35.76,1319,9094.51,71.69,32512.47,150.72,1039.21,56.33,735.36,2783.64,74.48,9.41,64.88,-0.01,0,0.03
